person_name,time_ms,ecg_raw,ecg_centered_bandpass_wavelet_db4_level3,ppg_ir_raw,ppg_ir_wavelet_db4_level3,ppg_red_raw
unknown,10,,,28261,28264.393526,25444
unknown,50,,,28321,28303.820160,25462
unknown,90,,,28314,28275.102657,25462
unknown,130,,,28196,28194.651087,25417
unknown,170,,,28099,28136.935958,25383
unknown,210,,,28070,28088.155575,25371
unknown,250,,,28090,28095.516940,25379
unknown,290,,,28167,28177.668956,25405
unknown,330,,,28283,28252.363808,25446
unknown,370,,,28367,28334.389489,25480
unknown,410,,,28379,28383.150083,25491
unknown,450,,,28368,28380.669047,25493
unknown,490,,,28407,28415.841785,25505
unknown,530,,,28458,28476.849354,25524
unknown,570,,,28506,28523.348228,25541
unknown,610,,,28565,28568.574221,25565
unknown,650,,,28629,28615.514181,25592
unknown,690,,,28655,28660.154840,25601
unknown,730,,,28668,28660.949887,25608
unknown,770,,,28657,28612.781363,25597
unknown,810,,,28537,28533.385021,25552
unknown,850,,,28399,28409.819353,25508
unknown,890,,,28303,28311.668741,25475
unknown,930,,,28247,28243.458268,25457
unknown,970,,,28170,28142.037778,25418
unknown,1010,,,28028,28022.427428,25370
unknown,1050,,,27857,27882.135313,25310
unknown,1090,,,27693,27711.951097,25265
unknown,1130,,,27564,27593.748596,25229
unknown,1170,,,27514,27530.693608,25229
unknown,1210,,,27565,27556.178139,25258
unknown,1250,,,27708,27698.006042,25318
unknown,1290,,,27846,27838.312174,25372
unknown,1330,,,27973,27990.341901,25423
unknown,1370,,,28103,28103.256296,25463
unknown,1410,,,28196,28147.566757,25494
unknown,1450,,,28146,28131.606737,25473
unknown,1490,,,28079,28064.828752,25455
unknown,1530,,,28066,28053.625934,25452
unknown,1570,,,28092,28115.323585,25467
unknown,1610,,,28137,28149.381227,25486
unknown,1650,,,28173,28185.634409,25506
unknown,1690,,,28197,28212.738414,25510
unknown,1730,,,28210,28219.113400,25520
unknown,1770,,,28236,28231.125937,25527
unknown,1810,,,28252,28243.073182,25532
unknown,1850,,,28259,28258.293507,25538
unknown,1890,,,28269,28280.747371,25549
unknown,1930,,,28296,28306.319183,25561
unknown,1970,,,28329,28337.518967,25571
