person_name,time_ms,ecg_raw,ecg_centered_bandpass_wavelet_db4_level3,ppg_ir_raw,ppg_ir_ac_bandpass_wavelet_db4_level3,ppg_red_raw
bao-12h45,40,,,24621,187.514946,23927
bao-12h45,80,,,24719,120.466453,23970
bao-12h45,120,,,24582,-40.167445,23907
bao-12h45,160,,,24113,-284.188806,23684
bao-12h45,200,,,23965,-382.245029,23609
bao-12h45,240,,,23996,-318.808989,23627
bao-12h45,280,,,24132,-288.363716,23700
bao-12h45,320,,,24313,-237.215495,23788
bao-12h45,360,,,24378,-180.626156,23821
bao-12h45,400,,,24502,-143.427358,23882
bao-12h45,440,,,24597,-52.362231,23924
bao-12h45,480,,,24702,84.132727,23974
bao-12h45,520,,,24857,211.396126,24053
bao-12h45,560,,,24992,338.413515,24119
bao-12h45,600,,,25088,401.070491,24162
bao-12h45,640,,,25170,382.158951,24202
bao-12h45,680,,,25121,222.195753,24182
bao-12h45,720,,,24749,-112.341989,24008
bao-12h45,760,,,24381,-282.770938,23828
bao-12h45,800,,,24394,-290.839722,23830
bao-12h45,840,,,24527,-262.090377,23888
bao-12h45,880,,,24728,-116.904073,23988
bao-12h45,920,,,24900,-57.885552,24069
bao-12h45,960,,,24992,-95.804513,24113
bao-12h45,1000,,,25031,-63.139904,24130
bao-12h45,1040,,,25120,-2.006708,24165
bao-12h45,1080,,,25223,47.834214,24220
bao-12h45,1120,,,25329,104.804343,24264
bao-12h45,1160,,,25417,160.978989,24309
bao-12h45,1200,,,25504,212.949253,24350
bao-12h45,1240,,,25567,195.207992,24381
bao-12h45,1280,,,25352,97.690901,24280
bao-12h45,1320,,,24977,-50.540879,24100
bao-12h45,1360,,,24822,-270.783034,24028
bao-12h45,1400,,,24867,-340.591421,24051
bao-12h45,1440,,,24995,-241.519631,24110
bao-12h45,1480,,,25127,-180.650857,24172
bao-12h45,1520,,,25179,-107.311533,24198
bao-12h45,1560,,,25208,-17.089862,24207
bao-12h45,1600,,,25243,62.082022,24220
bao-12h45,1640,,,25361,210.909806,24276
bao-12h45,1680,,,25659,425.339565,24409
bao-12h45,1720,,,25833,540.890828,24491
bao-12h45,1760,,,25879,559.693354,24513
bao-12h45,1800,,,25828,458.862317,24492
bao-12h45,1840,,,25533,190.894839,24356
bao-12h45,1880,,,24973,-56.040823,24094
bao-12h45,1920,,,24640,-295.995300,23937
bao-12h45,1960,,,24646,-337.090520,23940
bao-12h45,2000,,,24756,-116.949365,23993
bao-12h45,2040,,,24814,-64.214304,24024
bao-12h45,2080,,,24803,-134.209770,24017
bao-12h45,2120,,,24799,-109.795903,24014
bao-12h45,2160,,,24791,-60.608004,24014
bao-12h45,2200,,,24797,-0.896178,24014
bao-12h45,2240,,,24868,91.171415,24047
bao-12h45,2280,,,24969,181.696539,24098
bao-12h45,2320,,,25009,272.437676,24116
bao-12h45,2360,,,25100,259.194660,24156
bao-12h45,2400,,,24973,123.732764,24101
bao-12h45,2440,,,24394,-83.919649,23822
bao-12h45,2480,,,24046,-398.184740,23649
bao-12h45,2520,,,24003,-528.866470,23627
bao-12h45,2560,,,24067,-452.520688,23660
bao-12h45,2600,,,24172,-372.479104,23714
bao-12h45,2640,,,24201,-216.415090,23726
bao-12h45,2680,,,24271,-110.494415,23753
bao-12h45,2720,,,24278,-82.457230,23758
bao-12h45,2760,,,24333,-15.038586,23787
bao-12h45,2800,,,24434,55.918478,23836
bao-12h45,2840,,,24587,147.742216,23909
bao-12h45,2880,,,24709,273.418160,23965
bao-12h45,2920,,,24820,325.348595,24021
bao-12h45,2960,,,24757,303.080275,23989
bao-12h45,3000,,,24272,170.905968,23759
bao-12h45,3040,,,23981,-104.717382,23614
bao-12h45,3080,,,23992,-186.430001,23616
bao-12h45,3120,,,24055,-68.682792,23648
bao-12h45,3160,,,24190,-54.454036,23713
bao-12h45,3200,,,24261,-78.599043,23751
bao-12h45,3240,,,24282,-54.236256,23763
bao-12h45,3280,,,24316,-20.070145,23774
bao-12h45,3320,,,24337,34.749311,23788
bao-12h45,3360,,,24398,116.651880,23818
bao-12h45,3400,,,24432,200.809217,23837
bao-12h45,3440,,,24553,289.598390,23895
bao-12h45,3480,,,24643,312.173177,23941
bao-12h45,3520,,,24649,255.922567,23942
bao-12h45,3560,,,24377,130.914064,23816
bao-12h45,3600,,,23978,-88.788244,23622
bao-12h45,3640,,,23920,-186.310282,23586
bao-12h45,3680,,,24002,-151.874789,23631
bao-12h45,3720,,,24078,-117.362554,23674
bao-12h45,3760,,,24149,-31.080784,23704
bao-12h45,3800,,,24169,15.536472,23716
bao-12h45,3840,,,24201,5.986018,23731
bao-12h45,3880,,,24257,25.251797,23758
bao-12h45,3920,,,24328,49.378111,23793
bao-12h45,3960,,,24395,88.866777,23826
bao-12h45,4000,,,24477,154.234896,23868
bao-12h45,4040,,,24585,222.109238,23919
bao-12h45,4080,,,24685,297.928480,23967
bao-12h45,4120,,,24612,185.011639,23936
bao-12h45,4160,,,24091,-139.862001,23687
bao-12h45,4200,,,23827,-303.482302,23557
bao-12h45,4240,,,23834,-335.642871,23559
bao-12h45,4280,,,23926,-359.510929,23604
bao-12h45,4320,,,24048,-301.051378,23667
bao-12h45,4360,,,24170,-234.858567,23725
bao-12h45,4400,,,24262,-162.333856,23767
bao-12h45,4440,,,24319,-69.824100,23792
bao-12h45,4480,,,24367,25.741142,23818
bao-12h45,4520,,,24550,124.212096,23906
bao-12h45,4560,,,24727,219.686319,23989
bao-12h45,4600,,,24896,282.006333,24067
bao-12h45,4640,,,24955,303.880819,24097
bao-12h45,4680,,,25028,217.720408,24132
bao-12h45,4720,,,24833,3.671759,24048
bao-12h45,4760,,,24361,-175.844468,23819
bao-12h45,4810,,,24222,-334.743220,23751
bao-12h45,4850,,,24317,-355.378449,23797
bao-12h45,4890,,,24419,-188.892848,23852
bao-12h45,4930,,,24584,-129.442759,23925
bao-12h45,4970,,,24682,-147.053871,23972
bao-12h45,5010,,,24744,-95.099019,24001
bao-12h45,5050,,,24807,-21.722981,24024
bao-12h45,5090,,,24938,57.658439,24085
bao-12h45,5130,,,25086,156.542178,24156
bao-12h45,5170,,,25223,253.429758,24219
bao-12h45,5210,,,25336,347.263632,24270
bao-12h45,5250,,,25417,359.197565,24309
bao-12h45,5290,,,25412,275.098118,24308
bao-12h45,5330,,,25036,130.116008,24126
bao-12h45,5370,,,24696,-102.374997,23966
bao-12h45,5410,,,24694,-191.399388,23954
bao-12h45,5450,,,24808,-119.150418,24009
bao-12h45,5490,,,24975,-50.140014,24088
bao-12h45,5530,,,25040,72.472341,24126
bao-12h45,5570,,,25047,145.674473,24129
bao-12h45,5610,,,25029,145.915993,24125
bao-12h45,5650,,,25042,166.380504,24131
bao-12h45,5690,,,25089,176.923470,24155
bao-12h45,5730,,,25177,204.650619,24197
bao-12h45,5770,,,25251,260.236180,24237
bao-12h45,5810,,,25282,283.754962,24249
bao-12h45,5850,,,25192,281.349527,24207
bao-12h45,5890,,,24713,30.518592,23990
bao-12h45,5930,,,24115,-504.469034,23698
bao-12h45,5970,,,23921,-693.349394,23602
bao-12h45,6010,,,24006,-553.808596,23642
bao-12h45,6050,,,24244,-470.458291,23759
bao-12h45,6090,,,24447,-317.680308,23854
bao-12h45,6130,,,24550,-161.079019,23902
bao-12h45,6170,,,24685,-44.550677,23962
bao-12h45,6210,,,24721,50.619173,23983
bao-12h45,6250,,,24680,88.682334,23960
bao-12h45,6290,,,24641,144.117799,23945
bao-12h45,6330,,,24680,207.438003,23961
bao-12h45,6370,,,24864,272.986396,24050
bao-12h45,6410,,,25029,354.034141,24126
bao-12h45,6450,,,24655,285.121263,23951
bao-12h45,6490,,,24360,54.761279,23804
bao-12h45,6530,,,24294,-52.838045,23771
bao-12h45,6570,,,24237,-60.813907,23747
bao-12h45,6610,,,24162,-135.852707,23715
bao-12h45,6650,,,24160,-229.048817,23713
bao-12h45,6690,,,24168,-241.459326,23721
bao-12h45,6730,,,24212,-182.866495,23740
bao-12h45,6770,,,24333,-71.483840,23794
bao-12h45,6810,,,24512,115.261193,23877
bao-12h45,6850,,,24705,249.634390,23970
bao-12h45,6890,,,24831,325.798587,24034
bao-12h45,6930,,,24992,317.347625,24108
bao-12h45,6970,,,24834,183.413171,24036
bao-12h45,7010,,,24315,7.923106,23792
bao-12h45,7050,,,24122,-231.473962,23693
bao-12h45,7090,,,24088,-276.154738,23681
bao-12h45,7130,,,24207,-90.564895,23734
bao-12h45,7170,,,24385,-45.888169,23821
bao-12h45,7210,,,24407,-88.476690,23833
bao-12h45,7250,,,24439,-54.800824,23848
bao-12h45,7290,,,24509,0.000000,23881
bao-12h45,7330,,,24618,56.756543,23932
bao-12h45,7370,,,24775,130.424222,24009
bao-12h45,7410,,,24959,200.080880,24097
bao-12h45,7450,,,25076,264.184630,24150
bao-12h45,7490,,,25114,217.411279,24170
bao-12h45,7530,,,24855,42.854622,24050
bao-12h45,7570,,,24457,-127.101169,23858
bao-12h45,7610,,,24381,-318.110922,23819
bao-12h45,7650,,,24476,-361.438373,23862
bao-12h45,7690,,,24638,-217.959801,23940
bao-12h45,7730,,,24828,-151.849159,24032
bao-12h45,7770,,,24879,-121.794591,24058
bao-12h45,7810,,,24906,-34.583868,24072
bao-12h45,7850,,,25030,70.575702,24129
bao-12h45,7890,,,25222,167.437866,24215
bao-12h45,7930,,,25337,259.008166,24270
bao-12h45,7970,,,25438,310.344944,24318
bao-12h45,8010,,,25492,310.393971,24344
bao-12h45,8050,,,25473,207.904881,24338
bao-12h45,8090,,,25141,-18.373301,24181
bao-12h45,8130,,,24803,-112.422914,24025
bao-12h45,8170,,,24805,-74.908100,24021
bao-12h45,8210,,,24946,-58.982214,24088
bao-12h45,8250,,,25063,-9.892657,24142
bao-12h45,8290,,,25080,16.319254,24152
bao-12h45,8330,,,25115,2.086190,24169
bao-12h45,8370,,,25197,14.400264,24205
bao-12h45,8410,,,25189,36.923687,24203
bao-12h45,8450,,,25163,58.883417,24195
bao-12h45,8490,,,25208,87.851552,24215
bao-12h45,8530,,,25256,116.359289,24236
bao-12h45,8570,,,25281,144.180556,24250
bao-12h45,8610,,,25125,55.914991,24177
bao-12h45,8650,,,24707,-162.193115,23978
bao-12h45,8690,,,24423,-284.104633,23843
bao-12h45,8730,,,24353,-326.805727,23811
bao-12h45,8770,,,24475,-298.267769,23871
bao-12h45,8810,,,24639,-146.174603,23951
bao-12h45,8850,,,24699,-57.579351,23976
bao-12h45,8890,,,24713,-24.917253,23987
bao-12h45,8930,,,24698,31.104018,23979
bao-12h45,8970,,,24670,72.854679,23966
bao-12h45,9010,,,24654,93.796030,23960
bao-12h45,9050,,,24664,94.401675,23969
bao-12h45,9090,,,24783,88.791177,24026
bao-12h45,9130,,,24803,75.121377,24036
bao-12h45,9170,,,24414,-21.948810,23853
bao-12h45,9210,,,24090,-207.239920,23691
bao-12h45,9250,,,24074,-272.186476,23686
bao-12h45,9290,,,24127,-219.305530,23712
bao-12h45,9330,,,24206,-162.499453,23746
bao-12h45,9370,,,24240,-56.597969,23764
bao-12h45,9410,,,24225,28.716533,23757
bao-12h45,9450,,,24277,79.941422,23778
bao-12h45,9490,,,24381,164.732388,23829
bao-12h45,9530,,,24472,264.867856,23872
bao-12h45,9570,,,24628,378.434756,23945
bao-12h45,9610,,,24741,513.216035,24001
bao-12h45,9650,,,24757,472.724769,24009
bao-12h45,9690,,,24517,239.799876,23900
bao-12h45,9730,,,23914,60.423370,23608
bao-12h45,9770,,,23814,-84.935391,23549
bao-12h45,9810,,,23875,-133.261450,23577
bao-12h45,9850,,,23932,-20.941095,23607
bao-12h45,9890,,,24086,12.019858,23680
bao-12h45,9930,,,24150,-6.009629,23713
bao-12h45,9970,,,24196,21.401345,23731
