person_name,time_ms,ecg_raw,ecg_centered_bandpass_wavelet_db4_level3,ppg_ir_raw,ppg_ir_ac_bandpass_wavelet_db4_level3,ppg_red_raw
unknown,20,,,28012,-223.096173,25125
unknown,60,,,28078,-202.354564,25146
unknown,100,,,28128,-203.738954,25171
unknown,140,,,28087,-230.079493,25145
unknown,180,,,28048,-171.932853,25143
unknown,220,,,28334,-27.653283,25484
unknown,260,,,28479,44.834427,25754
unknown,300,,,28488,60.807904,25793
unknown,340,,,28593,110.795062,25889
unknown,380,,,28636,168.568029,25934
unknown,420,,,28658,202.232667,25930
unknown,460,,,28664,219.664612,25914
unknown,500,,,28656,221.432969,25892
unknown,540,,,28651,201.927751,25879
unknown,580,,,28676,208.622576,25885
unknown,620,,,28745,243.726462,25928
unknown,660,,,28765,232.610438,25925
unknown,700,,,28702,181.922178,25836
unknown,740,,,28673,139.308009,25800
unknown,780,,,28667,92.614245,25795
unknown,820,,,28633,-5.539955,25773
unknown,860,,,28399,-153.281414,25661
unknown,900,,,28237,-229.254550,25547
unknown,940,,,28268,-233.760269,25521
unknown,980,,,28339,-230.308107,25547
unknown,1020,,,28355,-191.451830,25568
unknown,1060,,,28375,-166.243027,25596
unknown,1100,,,28369,-161.920376,25601
unknown,1140,,,28354,-133.237724,25602
unknown,1180,,,28370,-92.174263,25610
unknown,1220,,,28401,-55.720993,25616
unknown,1260,,,28431,-20.089734,25635
unknown,1300,,,28465,14.003238,25671
unknown,1340,,,28513,43.323700,25710
unknown,1380,,,28556,48.936426,25741
unknown,1420,,,28516,27.020973,25739
unknown,1460,,,28299,-16.652467,25662
unknown,1500,,,28243,-89.133449,25648
unknown,1540,,,28310,-99.801529,25660
unknown,1580,,,28366,-41.905447,25666
unknown,1620,,,28413,-15.316028,25661
unknown,1660,,,28449,-1.346567,25653
unknown,1700,,,28450,23.010609,25647
unknown,1740,,,28457,43.054636,25644
unknown,1780,,,28466,56.576565,25642
unknown,1820,,,28478,62.283297,25637
unknown,1860,,,28507,74.149049,25631
unknown,1900,,,28520,91.578339,25623
unknown,1940,,,28518,103.508123,25608
unknown,1980,,,28531,112.323617,25603
unknown,2020,,,28464,57.395893,25563
unknown,2060,,,28244,-69.288488,25481
unknown,2100,,,28224,-100.263756,25469
unknown,2140,,,28310,-39.773706,25486
unknown,2180,,,28359,-32.620197,25478
unknown,2220,,,28382,-49.483316,25474
unknown,2260,,,28412,-43.894276,25478
unknown,2300,,,28409,-35.194093,25464
unknown,2340,,,28409,-17.667785,25450
unknown,2380,,,28412,12.636234,25444
unknown,2420,,,28434,42.998437,25453
unknown,2460,,,28472,75.078015,25465
unknown,2500,,,28485,89.046756,25471
unknown,2540,,,28490,80.420957,25462
unknown,2580,,,28508,58.861174,25464
unknown,2620,,,28474,17.314421,25447
