person_name,time_ms,ecg_raw,ecg_centered_bandpass_wavelet_db4_level3,ppg_ir_raw,ppg_ir_wavelet_db4_level3,ppg_red_raw
unknown,0,1832,115.744572,,,
unknown,1,1834,84.849795,,,
unknown,2,1834,60.230394,,,
unknown,3,1838,41.460678,,,
unknown,4,1840,28.150580,,,
unknown,5,1843,19.811096,,,
unknown,6,1843,15.572278,,,
unknown,7,1845,14.854768,,,
unknown,8,1841,16.725441,,,
unknown,9,1851,20.491101,,,
unknown,10,1856,25.377484,,,
unknown,11,1859,30.620929,,,
unknown,12,1862,35.883566,,,
unknown,13,1863,40.532042,,,
unknown,14,1863,44.387676,,,
unknown,15,1862,47.073197,,,
unknown,16,1858,48.704804,,,
unknown,17,1853,49.111229,,,
unknown,18,1849,48.683365,23503,23526.094468,23115
unknown,19,1845,47.416971,,,
unknown,20,1844,45.641528,,,
unknown,21,1845,43.490389,,,
unknown,22,1845,41.361696,,,
unknown,23,1850,39.464787,,,
unknown,24,1852,37.884912,,,
unknown,25,1856,36.868146,,,
unknown,26,1858,36.404333,,,
unknown,27,1857,36.666337,,,
unknown,28,1858,37.479836,,,
unknown,29,1862,38.933944,,,
unknown,30,1862,40.708665,,,
unknown,31,1868,42.780897,,,
unknown,32,1870,44.968774,,,
unknown,33,1871,47.154666,,,
unknown,34,1871,49.145096,,,
unknown,35,1868,50.800943,,,
unknown,36,1862,52.066490,,,
unknown,37,1857,52.796930,,,
unknown,38,1855,53.125365,,,
unknown,39,1852,52.960867,,,
unknown,40,1851,52.412378,,,
unknown,41,1853,51.469959,,,
unknown,42,1856,50.401328,,,
unknown,43,1857,49.254773,,,
unknown,44,1860,48.122392,,,
unknown,45,1863,47.115905,,,
unknown,46,1864,46.367696,,,
unknown,47,1863,45.983185,,,
unknown,48,1868,45.953457,,,
unknown,49,1866,46.380021,,,
unknown,50,1868,47.090201,,,
unknown,51,1872,48.126461,,,
unknown,52,1873,49.408825,,,
unknown,53,1875,50.909472,,,
unknown,54,1877,52.398917,,,
unknown,55,1876,53.817172,,,
unknown,56,1872,55.116761,,,
unknown,57,1870,56.192881,,,
unknown,58,1862,56.975637,23618,23565.278328,23167
unknown,59,1858,57.381972,,,
unknown,60,1855,57.431157,,,
unknown,61,1854,57.053362,,,
unknown,62,1855,56.397846,,,
unknown,63,1855,55.441735,,,
unknown,64,1859,54.250545,,,
unknown,65,1864,52.856666,,,
unknown,66,1865,51.443744,,,
unknown,67,1867,50.066497,,,
unknown,68,1872,48.722652,,,
unknown,69,1869,47.496226,,,
unknown,70,1871,46.433873,,,
unknown,71,1872,45.590194,,,
unknown,72,1872,44.918993,,,
unknown,73,1872,44.463619,,,
unknown,74,1871,44.074216,,,
unknown,75,1867,43.749627,,,
unknown,76,1861,43.452452,,,
unknown,77,1854,43.138106,,,
unknown,78,1840,42.654079,,,
unknown,79,1841,41.948692,,,
unknown,80,1840,41.036926,,,
unknown,81,1839,39.845984,,,
unknown,82,1839,38.421521,,,
unknown,83,1841,36.728545,,,
unknown,84,1842,34.795350,,,
unknown,85,1842,32.614359,,,
unknown,86,1843,30.345421,,,
unknown,87,1841,28.007001,,,
unknown,88,1838,25.630377,,,
unknown,89,1842,23.273828,,,
unknown,90,1844,21.034232,,,
unknown,91,1845,18.964429,,,
unknown,92,1845,17.093424,,,
unknown,93,1843,15.484218,,,
unknown,94,1840,14.065806,,,
unknown,95,1839,12.877385,,,
unknown,96,1832,11.914581,,,
unknown,97,1824,11.182265,,,
unknown,98,1812,10.537935,23568,23530.221137,23157
unknown,99,1812,9.970277,,,
unknown,100,1809,9.490814,,,
unknown,101,1808,9.054500,,,
unknown,102,1809,8.581851,,,
unknown,103,1810,8.041708,,,
unknown,104,1812,7.436052,,,
unknown,105,1815,6.722928,,,
unknown,106,1816,6.014096,,,
unknown,107,1818,5.296252,,,
unknown,108,1820,4.543883,,,
unknown,109,1822,3.776221,,,
unknown,110,1825,3.099932,,,
unknown,111,1826,2.529188,,,
unknown,112,1825,2.029994,,,
unknown,113,1827,1.637763,,,
