person_name,time_ms,ecg_raw,ecg_bandpass_wavelet_db4_level3,ppg_ir_raw,ppg_ir_wavelet_db4_level3,ppg_red_raw
unknown,0,1698,1710.796203,,,
unknown,1,1694,1696.681904,,,
unknown,2,1697,1683.626258,,,
unknown,3,1703,1672.505871,,,
unknown,4,1710,1664.584648,,,
unknown,5,1712,1661.176223,,,
unknown,6,1713,1663.060403,,,
unknown,7,1712,1671.432563,,,
unknown,8,1713,1686.663584,,,
unknown,9,1716,1709.486952,,,
unknown,10,1726,1739.592170,,,
unknown,11,1744,1777.124586,,,
unknown,12,1775,1821.397132,,,
unknown,13,1821,1871.967371,,,
unknown,14,1882,1927.413584,,,
unknown,15,1950,1986.880346,,,
unknown,16,2020,2048.795549,,,
unknown,17,2098,2112.048338,,,
unknown,18,2168,2174.832346,,,
unknown,19,2239,2235.847386,,,
unknown,20,2309,2293.960357,,,
unknown,21,2374,2347.754877,,,
unknown,22,2435,2396.443139,,,
unknown,23,2489,2438.911328,,,
unknown,24,2541,2474.858211,,,
unknown,25,2571,2503.549711,,,
unknown,26,2609,2525.188609,,,
unknown,27,2613,2539.416575,,,
unknown,28,2597,2546.568894,,,
unknown,29,2556,2546.550193,,,
unknown,30,2509,2540.089430,,,
unknown,31,2460,2527.284888,,,
unknown,32,2417,2508.478958,,,
unknown,33,2384,2483.963194,,,
unknown,34,2356,2454.041323,,,
unknown,35,2338,2419.011535,,,
unknown,36,2321,2379.061216,,,
unknown,37,2310,2334.478399,,,
unknown,38,2291,2285.387535,,,
unknown,39,2271,2232.032031,,,
unknown,40,2237,2174.763312,,,
unknown,41,2194,2113.804560,,,
unknown,42,2145,2049.881544,,,
unknown,43,2079,1983.309997,,,
unknown,44,1997,1915.082497,,,
unknown,45,1909,1845.754589,,,
unknown,46,1818,1776.808901,,,
unknown,47,1727,1709.032825,,,
unknown,48,1637,1643.775493,,,
unknown,49,1540,1582.066630,,,
unknown,50,1466,1525.293937,,,
unknown,51,1399,1474.602509,,,
unknown,52,1351,1430.847358,,,
unknown,53,1318,1395.154145,,,
unknown,54,1299,1367.832158,,,
unknown,55,1296,1349.587697,,,
unknown,56,1309,1340.265740,,,
unknown,57,1329,1340.007391,,,
unknown,58,1362,1347.919058,,,
unknown,59,1399,1363.589761,,,
unknown,60,1440,1385.825128,,,
unknown,61,1481,1413.758539,,,
unknown,62,1519,1445.574125,,,
unknown,63,1551,1480.198885,,,
unknown,64,1584,1516.101924,,,
unknown,65,1602,1551.964052,,,
unknown,66,1617,1586.570172,,,
unknown,67,1630,1618.582133,,,
unknown,68,1636,1647.350194,,,
unknown,69,1640,1671.866008,,,
unknown,70,1641,1692.103874,,,
unknown,71,1647,1707.560336,,,
unknown,72,1648,1718.532936,,,
unknown,73,1659,1724.999630,,,
unknown,74,1670,1727.873882,,,
unknown,75,1681,1727.446273,,,
unknown,76,1695,1724.644736,,,
unknown,77,1708,1719.985942,,,
unknown,78,1718,1714.556446,,,
unknown,79,1732,1709.036635,,,
unknown,80,1743,1703.818442,,,
unknown,81,1749,1699.659056,,,
unknown,82,1756,1696.681722,,,
unknown,83,1758,1695.403849,,,
unknown,84,1753,1695.628056,,,
unknown,85,1744,1697.620006,,,
unknown,86,1732,1700.786660,,,
unknown,87,1718,1705.182706,,,
unknown,88,1707,1710.288955,,,
unknown,89,1691,1715.928890,,,
unknown,90,1680,1721.502108,,,
unknown,91,1669,1726.702897,,,
unknown,92,1667,1731.420477,,,
unknown,93,1672,1735.292414,,,
unknown,94,1680,1738.302343,,,
unknown,95,1691,1740.196710,,,
unknown,96,1709,1741.241505,,,
unknown,97,1725,1741.298233,,,
unknown,98,1744,1740.854187,,,
unknown,99,1760,1739.943546,,,
unknown,100,1775,1738.812767,,,
unknown,101,1781,1737.637140,,,
unknown,102,1787,1736.722801,,,
unknown,103,1790,1736.271996,,,
unknown,104,1785,1736.317431,,,
unknown,105,1776,1737.071827,,,
unknown,106,1763,1738.248306,,,
unknown,107,1747,1739.957145,,,
unknown,108,1735,1742.042174,,,
unknown,109,1719,1744.479462,,,
unknown,110,1709,1746.855798,,,
unknown,111,1698,1749.076231,,,
unknown,112,1693,1751.038927,,,
unknown,113,1695,1752.562148,,,
unknown,114,1701,1753.541525,,,
unknown,115,1712,1753.829708,,,
unknown,116,1723,1753.514457,,,
unknown,117,1739,1752.483106,,,
unknown,118,1750,1751.066477,,,
unknown,119,1762,1749.252222,,,
unknown,120,1774,1747.235729,,,
unknown,121,1781,1745.117756,,,
unknown,122,1788,1743.271843,,,
unknown,123,1788,1741.848191,,,
unknown,124,1781,1740.868970,,,
unknown,125,1774,1740.531629,,,
unknown,126,1761,1740.890018,,,
unknown,127,1745,1742.075423,,,
unknown,128,1733,1743.942627,,,
unknown,129,1720,1746.575759,,,
unknown,130,1711,1749.630656,,,
unknown,131,1703,1753.085146,,,
unknown,132,1701,1756.778942,,,
unknown,133,1707,1760.590152,,,
unknown,134,1714,1764.181983,,,
unknown,135,1729,1767.404231,,,
unknown,136,1744,1770.248691,,,
unknown,137,1762,1772.528695,,,
unknown,138,1777,1774.301988,,,
unknown,139,1792,1775.458838,,,
unknown,140,1800,1776.071834,,,
unknown,141,1807,1776.093488,,,
unknown,142,1809,1775.820833,,,
unknown,143,1809,1775.272689,,,
unknown,144,1808,1774.525158,,,
unknown,145,1799,1773.678011,,,
unknown,146,1785,1772.896714,,,
unknown,147,1773,1772.277432,,,
unknown,148,1758,1771.869555,,,
unknown,149,1744,1771.784056,,,
unknown,150,1732,1771.870641,,,
unknown,151,1722,1772.195421,,,
unknown,152,1720,1772.745944,,,
unknown,153,1722,1773.521545,,,
unknown,154,1729,1774.292487,,,
unknown,155,1739,1775.034289,,,
unknown,156,1750,1775.799168,,,
unknown,157,1764,1776.514009,,,
unknown,158,1778,1777.121243,,,
unknown,159,1791,1777.586778,,,
unknown,160,1803,1777.977410,,,
unknown,161,1808,1778.261048,,,
unknown,162,1810,1778.658041,,,
unknown,163,1811,1779.189951,,,
unknown,164,1809,1779.859373,,,
unknown,165,1802,1780.739256,,,
unknown,166,1792,1781.957538,,,
unknown,167,1778,1783.570715,,,
unknown,168,1766,1785.561287,,,
unknown,169,1755,1787.998947,,,
unknown,170,1744,1790.667759,,,
unknown,171,1742,1793.582931,,,
unknown,172,1742,1796.655251,,,
unknown,173,1746,1799.826794,,,
unknown,174,1756,1802.739651,,,
unknown,175,1771,1805.299601,,,
unknown,176,1783,1807.486565,,,
unknown,177,1799,1809.141598,,,
unknown,178,1812,1810.183375,,,
unknown,179,1825,1810.502901,,,
unknown,180,1835,1810.132292,,,
unknown,181,1840,1808.982547,,,
unknown,182,1841,1807.323163,,,
unknown,183,1838,1805.135123,,,
unknown,184,1827,1802.573869,,,
unknown,185,1814,1799.716120,,,
unknown,186,1800,1796.925957,,,
unknown,187,1786,1794.327374,,,
unknown,188,1769,1791.977125,,,
unknown,189,1753,1790.057509,,,
unknown,190,1741,1788.690517,,,
unknown,191,1731,1788.014314,,,
unknown,192,1729,1787.961856,,,
unknown,193,1731,1788.647676,,,
unknown,194,1742,1789.790677,,,
unknown,195,1753,1791.414779,,,
unknown,196,1768,1793.376961,,,
