person_name,time_ms,ecg_raw,ecg_wavelet_db4_level3,ppg_ir_raw,ppg_ir_wavelet_db4_level3,ppg_red_raw
unknown,39,,,173,166.393279,201
unknown,79,,,165,184.981619,195
unknown,119,,,164,199.528151,199
unknown,159,,,172,209.211387,219
unknown,199,,,194,227.397751,256
unknown,239,,,240,252.014570,329
unknown,279,,,383,434.546460,561
unknown,319,,,790,793.118483,1221
unknown,359,,,1341,1211.239273,2035
unknown,399,,,1637,1547.810176,2442
unknown,439,,,1600,1633.162461,2385
unknown,479,,,1978,2026.116494,2890
unknown,519,,,2373,2376.081876,3354
unknown,559,,,2730,2832.142402,3670
unknown,599,,,4981,4977.301227,6493
unknown,639,,,8729,8820.608993,11561
unknown,679,,,15662,15587.536106,18173
unknown,719,,,23649,23563.440282,23168
unknown,759,,,25368,25376.195448,24091
unknown,799,,,26262,26268.964097,24464
unknown,839,,,26837,26766.559278,24690
unknown,879,,,27258,27247.994267,24864
unknown,919,,,27521,27414.816737,24967
unknown,959,,,27651,27700.836456,24991
unknown,999,,,27784,27866.925062,25019
unknown,1039,,,28006,28069.533237,25103
unknown,1079,,,28212,28230.219085,25171
unknown,1119,,,28383,28382.960933,25234
unknown,1159,,,28519,28484.157861,25298
unknown,1199,,,28550,28533.876249,25301
unknown,1239,,,28525,28517.960936,25273
unknown,1279,,,28417,28424.315453,25197
unknown,1319,,,28330,28373.646572,25132
unknown,1359,,,28362,28367.509004,25133
unknown,1399,,,28422,28370.322617,25157
unknown,1439,,,28494,28412.642029,25189
unknown,1479,,,28415,28458.023738,25170
unknown,1519,,,28426,28510.225780,25192
unknown,1559,,,28458,28540.507153,25226
unknown,1599,,,28529,28539.227367,25268
unknown,1639,,,28600,28524.697413,25305
unknown,1679,,,28546,28485.408033,25289
unknown,1719,,,28475,28433.032191,25246
unknown,1759,,,28360,28366.904375,25171
unknown,1799,,,28294,28301.902438,25117
unknown,1839,,,28226,28241.925806,25050
unknown,1879,,,28209,28205.443640,25017
unknown,1919,,,28235,28200.727096,25019
unknown,1959,,,28224,28204.978269,25008
unknown,1999,,,28203,28225.932175,25000
unknown,2039,,,28184,28234.537028,24993
unknown,2079,,,28184,28226.194315,25001
unknown,2119,,,28220,28218.284151,25021
unknown,2159,,,28235,28202.172760,25034
unknown,2199,,,28101,28116.906089,24998
unknown,2239,,,27926,27955.953601,24949
unknown,2279,,,27869,27854.851326,24938
unknown,2319,,,27822,27806.316492,24937
unknown,2359,,,27204,27070.112364,24726
unknown,2399,,,24245,24226.405653,23112
unknown,2439,,,20824,20942.800912,22790
unknown,2479,,,19293,19388.209710,21531
unknown,2519,,,21102,21084.951233,22387
unknown,2559,,,25613,25575.779951,24612
unknown,2599,,,26639,26638.989639,24889
unknown,2639,,,26845,26730.008230,24710
unknown,2679,,,26987,26987.414427,24689
unknown,2719,,,27115,27161.128567,24695
unknown,2759,,,27205,27204.476106,24712
unknown,2799,,,27310,27402.613403,24730
unknown,2839,,,27395,27409.088286,24738
unknown,2879,,,27356,27326.267107,24718
unknown,2919,,,27275,27305.053079,24690
unknown,2959,,,27320,27335.217617,24699
unknown,2999,,,27382,27371.234312,24718
unknown,3039,,,27463,27449.656108,24757
unknown,3079,,,27562,27415.522185,24827
unknown,3119,,,27119,27043.282977,24562
unknown,3159,,,15501,15556.985029,16454
unknown,3199,,,4771,4833.058808,5241
unknown,3239,,,4634,4656.829452,5038
unknown,3279,,,10360,10496.381251,11559
unknown,3319,,,22741,22713.922620,22850
unknown,3359,,,25231,25167.126783,23654
unknown,3399,,,26209,26211.193890,24045
unknown,3439,,,26750,26716.386093,24258
unknown,3479,,,27044,26959.852885,24386
unknown,3519,,,27249,27324.653906,24475
unknown,3569,,,27402,27401.057508,24551
unknown,3609,,,27465,27483.198777,24582
unknown,3649,,,27394,27440.660201,24557
unknown,3689,,,27334,27330.367235,24529
unknown,3729,,,27378,27326.005466,24550
unknown,3769,,,27450,27454.836501,24572
unknown,3809,,,27490,27486.084346,24579
