person_name,time_ms,ecg_raw,ecg_centered_bandpass_wavelet_db4_level3,ppg_ir_raw,ppg_ir_wavelet_db4_level3,ppg_red_raw
unknown,40,,,27726,27749.788869,24345
unknown,80,,,27761,27758.031559,24358
unknown,120,,,27781,27777.385335,24380
unknown,160,,,27807,27806.905081,24403
unknown,200,,,27839,27845.955508,24421
unknown,240,,,27889,27895.330496,24425
unknown,280,,,27948,27915.597498,24429
unknown,320,,,27956,27902.928616,24419
unknown,360,,,27704,27717.241721,24321
unknown,400,,,27572,27625.983249,24276
unknown,440,,,27561,27580.008533,24282
unknown,480,,,27585,27588.519922,24300
unknown,520,,,27623,27619.052184,24321
unknown,560,,,27674,27672.017938,24336
unknown,600,,,27695,27703.357625,24348
unknown,640,,,27690,27700.080625,24351
unknown,680,,,27699,27710.628585,24355
unknown,720,,,27732,27720.228598,24368
unknown,760,,,27772,27746.053219,24382
unknown,800,,,27816,27794.446286,24392
unknown,840,,,27863,27846.441230,24405
unknown,880,,,27900,27907.845283,24415
unknown,920,,,27940,27955.563876,24425
unknown,960,,,27978,27985.499137,24436
unknown,1000,,,28009,27961.140055,24446
unknown,1040,,,27839,27819.114988,24390
unknown,1080,,,27625,27663.705871,24318
unknown,1120,,,27593,27638.558047,24304
unknown,1160,,,27617,27626.895013,24316
unknown,1200,,,27648,27667.530880,24326
unknown,1240,,,27690,27693.932330,24346
unknown,1280,,,27723,27695.212354,24353
unknown,1320,,,27726,27709.388840,24350
unknown,1360,,,27726,27717.272999,24354
unknown,1400,,,27752,27743.096590,24360
unknown,1440,,,27790,27788.581992,24376
unknown,1480,,,27824,27826.878026,24389
unknown,1520,,,27857,27862.123217,24399
unknown,1560,,,27888,27895.291280,24412
unknown,1600,,,27913,27921.383929,24423
unknown,1640,,,27940,27941.216416,24432
unknown,1690,,,27970,27952.485698,24448
unknown,1730,,,27913,27872.260260,24430
unknown,1770,,,27669,27690.689285,24341
unknown,1810,,,27590,27612.893758,24311
unknown,1850,,,27601,27630.981085,24314
unknown,1890,,,27627,27632.361413,24323
unknown,1930,,,27663,27658.075887,24338
unknown,1970,,,27703,27677.990745,24353
unknown,2010,,,27708,27680.440371,24353
unknown,2050,,,27705,27698.387948,24353
unknown,2090,,,27711,27722.001421,24353
unknown,2130,,,27736,27751.693337,24363
unknown,2170,,,27772,27790.615929,24377
unknown,2210,,,27810,27821.935881,24387
unknown,2250,,,27841,27845.381877,24400
unknown,2290,,,27867,27870.636508,24407
unknown,2330,,,27885,27893.960969,24409
unknown,2370,,,27911,27898.848082,24416
unknown,2410,,,27932,27884.172139,24423
unknown,2450,,,27823,27799.565103,24390
unknown,2490,,,27625,27634.394351,24320
unknown,2530,,,27572,27564.333124,24302
unknown,2570,,,27579,27587.207720,24312
unknown,2610,,,27603,27601.503412,24319
unknown,2650,,,27633,27644.360006,24335
unknown,2690,,,27655,27666.879961,24345
unknown,2730,,,27645,27656.613464,24336
unknown,2770,,,27647,27664.100712,24334
unknown,2810,,,27659,27675.424505,24339
unknown,2850,,,27691,27692.909724,24352
unknown,2890,,,27723,27722.473965,24363
unknown,2930,,,27755,27751.932624,24371
unknown,2970,,,27786,27783.419005,24380
unknown,3010,,,27808,27802.117680,24388
unknown,3050,,,27828,27804.571927,24396
unknown,3090,,,27835,27799.533787,24394
unknown,3130,,,27797,27781.871553,24374
unknown,3170,,,27714,27696.765838,24333
unknown,3210,,,27534,27537.945218,24256
unknown,3250,,,27371,27409.171952,24175
unknown,3290,,,27279,27301.923842,24109
unknown,3330,,,27243,27244.418370,24082
unknown,3370,,,27252,27263.540769,24073
unknown,3410,,,27302,27302.734767,24095
unknown,3450,,,27368,27379.042105,24156
unknown,3490,,,27428,27461.347354,24207
unknown,3530,,,27531,27541.526597,24284
unknown,3570,,,27697,27650.636343,24418
unknown,3610,,,27809,27779.288664,24488
unknown,3650,,,27880,27886.445048,24518
unknown,3690,,,27979,27970.872058,24559
unknown,3730,,,28058,28046.165751,24591
unknown,3770,,,28101,28101.069310,24610
unknown,3810,,,28142,28154.363323,24624
unknown,3850,,,28203,28205.320926,24645
unknown,3890,,,28175,28130.114420,24640
unknown,3930,,,27819,27813.826455,24517
unknown,3970,,,27673,27696.163534,24468
unknown,4010,,,27676,27722.047886,24469
unknown,4050,,,27722,27735.790654,24491
unknown,4090,,,27781,27808.108872,24521
unknown,4130,,,27844,27839.975927,24547
unknown,4170,,,27845,27815.290156,24545
unknown,4210,,,27829,27818.870326,24536
unknown,4250,,,27836,27825.716360,24542
unknown,4290,,,27860,27849.968616,24554
unknown,4330,,,27908,27901.895169,24575
unknown,4370,,,27961,27955.283236,24592
unknown,4410,,,27999,28016.110612,24603
unknown,4450,,,28052,28063.684194,24625
unknown,4490,,,28093,28092.396817,24642
unknown,4530,,,28130,28117.013491,24655
unknown,4570,,,28165,28130.321742,24666
unknown,4610,,,28027,28027.057273,24617
unknown,4650,,,27760,27796.158693,24526
unknown,4690,,,27697,27704.525690,24497
unknown,4730,,,27705,27741.606911,24495
unknown,4770,,,27733,27742.631688,24511
unknown,4810,,,27763,27759.041522,24517
unknown,4850,,,27799,27773.767868,24530
unknown,4890,,,27794,27767.650293,24529
unknown,4930,,,27790,27780.574652,24524
unknown,4970,,,27799,27803.293198,24534
