person_name,time_ms,ecg_raw,ecg_centered_bandpass_wavelet_db4_level3,ppg_ir_raw,ppg_ir_ac_bandpass_wavelet_db4_level3,ppg_red_raw
bao-12h45,0,1889,-21.776839,,,
bao-12h45,1,1890,-18.731689,,,
bao-12h45,2,1890,-15.977190,,,
bao-12h45,3,1892,-13.135165,,,
bao-12h45,4,1893,-10.270843,,,
bao-12h45,5,1895,-7.605085,,,
bao-12h45,6,1898,-4.967805,,,
bao-12h45,7,1899,-2.468377,,,
bao-12h45,8,1899,-0.195127,,,
bao-12h45,9,1902,1.818062,,,
bao-12h45,10,1903,3.615506,,,
bao-12h45,11,1904,5.152615,,,
bao-12h45,12,1904,6.310413,,,
bao-12h45,12,2040,7.062105,,,
bao-12h45,13,1904,7.480225,,,
bao-12h45,14,1904,7.521504,,,
bao-12h45,15,1904,7.139206,,,
bao-12h45,16,1904,6.322971,,,
bao-12h45,17,1904,5.293686,,,
bao-12h45,18,1905,4.053068,,,
bao-12h45,19,1906,2.580581,,,
bao-12h45,20,1905,0.936623,,,
bao-12h45,21,1906,-0.572941,,,
bao-12h45,22,1908,-1.887868,,,
bao-12h45,23,1907,-3.084817,,,
bao-12h45,24,1907,-4.048674,,,
bao-12h45,25,1908,-4.714173,,,
bao-12h45,26,1907,-5.027693,,,
bao-12h45,27,1908,-4.956973,,,
bao-12h45,28,1908,-4.444491,,,
bao-12h45,29,1907,-3.678867,,,
bao-12h45,30,1907,-2.635186,,,
bao-12h45,31,1908,-1.307477,,,
bao-12h45,32,1910,0.268778,,,
bao-12h45,33,1912,1.824343,,,
bao-12h45,34,1912,3.314090,,,
bao-12h45,35,1911,4.795131,,,
bao-12h45,36,1913,6.170390,,,
bao-12h45,37,1913,7.308921,,,
bao-12h45,38,1916,8.155839,,,
bao-12h45,39,1915,8.707078,,,
bao-12h45,40,1914,8.889688,,,
bao-12h45,41,1916,8.882153,,,
bao-12h45,42,1915,8.657574,,,
bao-12h45,43,1915,8.178105,,,
bao-12h45,44,1915,7.471259,,,
bao-12h45,45,1916,6.827059,,,
bao-12h45,46,1917,6.279188,,,
bao-12h45,47,1915,5.723676,,,
bao-12h45,48,1914,5.251717,,,
bao-12h45,49,1917,4.921433,,,
bao-12h45,50,1917,4.763179,,,
bao-12h45,51,1916,4.797378,,,
bao-12h45,52,1916,5.063956,,,
