person_name,time_ms,ecg_raw,ecg_wavelet_db4_level3,ppg_ir_raw,ppg_ir_wavelet_db4_level3,ppg_red_raw
unknown,9,,,27535,27556.985074,24534
unknown,49,,,27553,27580.542997,24541
unknown,89,,,27574,27601.607725,24551
unknown,129,,,27617,27617.366289,24567
unknown,169,,,27649,27643.712464,24586
unknown,209,,,27676,27677.076328,24600
unknown,249,,,27700,27706.824340,24609
unknown,289,,,27735,27734.158480,24624
unknown,329,,,27767,27761.684565,24639
unknown,369,,,27793,27787.206916,24646
unknown,409,,,27806,27783.944661,24654
unknown,449,,,27779,27748.675774,24641
unknown,489,,,27672,27692.004763,24601
unknown,529,,,27584,27605.566196,24569
unknown,569,,,27572,27585.728349,24558
unknown,609,,,27622,27640.468317,24578
unknown,649,,,27708,27716.092507,24620
unknown,689,,,27839,27838.292937,24688
unknown,729,,,27966,27944.151467,24749
unknown,769,,,28057,28027.138096,24800
unknown,809,,,28158,28139.905206,24859
unknown,849,,,28261,28267.666593,24922
unknown,889,,,28341,28361.485942,24970
unknown,929,,,28392,28422.374116,25001
unknown,969,,,28453,28462.518025,25037
unknown,1009,,,28481,28469.330286,25051
unknown,1059,,,28485,28487.394047,25044
unknown,1099,,,28515,28517.587113,25064
unknown,1139,,,28552,28526.619872,25087
unknown,1179,,,28580,28523.503466,25098
unknown,1219,,,28506,28479.303752,25063
unknown,1259,,,28367,28386.876653,25012
unknown,1299,,,28290,28317.204288,24985
unknown,1339,,,28241,28265.810125,24972
unknown,1379,,,28175,28203.141290,24937
unknown,1419,,,28133,28143.201316,24907
unknown,1459,,,28120,28102.261480,24905
unknown,1499,,,28096,28081.480824,24891
unknown,1539,,,28026,28056.977437,24847
unknown,1579,,,28026,28032.166246,24842
unknown,1619,,,28046,28024.432406,24855
unknown,1659,,,28043,28030.861860,24849
unknown,1699,,,28054,28044.866230,24849
unknown,1739,,,28085,28069.143097,24859
unknown,1779,,,28105,28106.528487,24862
unknown,1819,,,28136,28156.869196,24874
unknown,1859,,,28164,28186.334012,24893
unknown,1899,,,28180,28192.273522,24902
unknown,1939,,,28181,28191.228074,24888
unknown,1979,,,28213,28173.884474,24906
unknown,2019,,,28170,28111.051290,24898
unknown,2059,,,28000,27998.933772,24829
unknown,2099,,,27888,27930.308703,24782
unknown,2139,,,27873,27903.937987,24777
unknown,2179,,,27868,27869.997355,24775
unknown,2219,,,27848,27848.523368,24760
unknown,2259,,,27878,27851.159607,24775
unknown,2299,,,27893,27876.487685,24786
unknown,2339,,,27891,27899.006428,24776
unknown,2379,,,27918,27919.472459,24790
unknown,2419,,,27951,27953.566751,24801
unknown,2459,,,27978,27996.110568,24812
unknown,2499,,,27999,28032.119885,24807
unknown,2539,,,28043,28061.535778,24827
unknown,2579,,,28086,28087.800360,24845
unknown,2619,,,28114,28106.789557,24850
unknown,2659,,,28145,28128.388269,24866
unknown,2699,,,28185,28152.225479,24884
unknown,2739,,,28214,28169.451231,24893
unknown,2779,,,28231,28181.528316,24903
unknown,2819,,,28136,28131.911496,24861
unknown,2859,,,27989,28013.113200,24806
unknown,2899,,,27914,27949.058814,24775
unknown,2939,,,27891,27932.426791,24757
unknown,2979,,,27910,27926.261999,24767
unknown,3019,,,27950,27957.030688,24788
unknown,3059,,,27984,27974.177443,24805
unknown,3099,,,27974,27976.881687,24798
unknown,3139,,,27979,27997.316733,24798
unknown,3179,,,28006,28025.350978,24817
unknown,3219,,,28043,28042.858423,24830
unknown,3259,,,28078,28051.189387,24847
unknown,3299,,,28108,28074.038417,24858
unknown,3339,,,28133,28109.059892,24870
unknown,3379,,,28151,28142.280361,24878
unknown,3419,,,28166,28177.637745,24887
unknown,3459,,,28184,28197.273311,24893
unknown,3499,,,28201,28197.564019,24903
unknown,3539,,,28179,28129.321665,24895
unknown,3579,,,28007,27980.584461,24828
unknown,3619,,,27824,27872.097066,24754
unknown,3659,,,27746,27795.490174,24724
unknown,3699,,,27718,27741.177478,24710
unknown,3739,,,27707,27736.746015,24708
unknown,3779,,,27716,27705.164422,24717
unknown,3819,,,27691,27651.161339,24703
unknown,3859,,,27650,27632.817045,24680
unknown,3899,,,27648,27638.450302,24682
unknown,3939,,,27653,27650.027416,24684
unknown,3979,,,27674,27675.552669,24687
unknown,4019,,,27725,27719.175020,24709
unknown,4059,,,27759,27780.286598,24723
unknown,4099,,,27797,27826.429608,24736
unknown,4139,,,27839,27855.449391,24754
unknown,4179,,,27867,27883.901925,24762
unknown,4219,,,27892,27903.122453,24768
unknown,4259,,,27918,27902.803528,24776
unknown,4299,,,27940,27881.491128,24790
unknown,4339,,,27832,27778.893259,24744
