person_name,time_ms,ecg_raw,ecg_centered_bandpass_wavelet_db4_level3,ppg_ir_raw,ppg_ir_ac_bandpass_wavelet_db4_level3,ppg_red_raw
bao-12h45,9,,,24007,136.760675,23805
bao-12h45,49,,,24141,111.624152,23870
bao-12h45,89,,,24224,132.503578,23914
bao-12h45,129,,,24325,204.540142,23961
bao-12h45,169,,,24230,78.795987,23925
bao-12h45,209,,,23800,-252.478808,23716
bao-12h45,249,,,23553,-356.075800,23594
bao-12h45,289,,,23612,-261.473420,23627
bao-12h45,339,,,23713,-213.980684,23675
bao-12h45,379,,,23873,-134.399668,23755
bao-12h45,419,,,23894,-59.217763,23768
bao-12h45,459,,,23954,-17.244428,23793
bao-12h45,499,,,24066,58.920806,23850
bao-12h45,539,,,24067,153.184392,23849
bao-12h45,579,,,24089,215.793827,23859
bao-12h45,619,,,24125,250.045794,23873
bao-12h45,659,,,24200,264.925634,23910
bao-12h45,699,,,24278,248.530834,23946
bao-12h45,740,,,24221,136.938624,23920
bao-12h45,779,,,23783,-80.544907,23717
bao-12h45,819,,,23459,-236.648824,23553
bao-12h45,859,,,23395,-338.747675,23520
bao-12h45,899,,,23409,-364.050293,23523
bao-12h45,939,,,23567,-267.949739,23600
bao-12h45,979,,,23697,-219.511427,23656
bao-12h45,1019,,,23698,-204.637644,23662
bao-12h45,1059,,,23760,-128.517893,23691
bao-12h45,1099,,,23809,-18.763527,23715
bao-12h45,1139,,,23883,80.982358,23756
bao-12h45,1179,,,23960,177.745012,23795
bao-12h45,1219,,,24062,265.992161,23845
bao-12h45,1259,,,24139,335.638802,23886
bao-12h45,1299,,,24115,215.529147,23877
bao-12h45,1339,,,23686,-118.935878,23672
bao-12h45,1379,,,23341,-256.025788,23494
bao-12h45,1419,,,23360,-215.903624,23506
bao-12h45,1459,,,23386,-211.812694,23518
bao-12h45,1499,,,23436,-162.746318,23543
bao-12h45,1539,,,23574,-119.322644,23608
bao-12h45,1579,,,23661,-101.343550,23648
bao-12h45,1619,,,23710,-51.575656,23670
bao-12h45,1659,,,23774,14.094498,23699
bao-12h45,1699,,,23849,90.698983,23737
bao-12h45,1740,,,23906,183.822373,23762
bao-12h45,1779,,,23999,282.009337,23809
bao-12h45,1819,,,24056,385.140372,23836
bao-12h45,1859,,,24121,380.541113,23866
bao-12h45,1899,,,24088,253.586639,23853
bao-12h45,1939,,,23619,56.240050,23632
bao-12h45,1979,,,23280,-246.128273,23458
bao-12h45,2019,,,23259,-359.046123,23447
bao-12h45,2059,,,23354,-258.038315,23492
bao-12h45,2099,,,23506,-193.244192,23568
bao-12h45,2139,,,23554,-95.376145,23592
bao-12h45,2179,,,23590,-19.766723,23608
bao-12h45,2219,,,23687,-1.691497,23652
bao-12h45,2259,,,23758,33.162791,23686
bao-12h45,2299,,,23798,59.979925,23707
bao-12h45,2339,,,23890,100.093076,23751
bao-12h45,2379,,,23967,160.784278,23790
bao-12h45,2419,,,24015,207.630579,23816
bao-12h45,2459,,,24084,246.089386,23848
bao-12h45,2499,,,24038,142.985550,23831
bao-12h45,2539,,,23621,-121.605073,23628
bao-12h45,2579,,,23323,-285.075690,23479
bao-12h45,2619,,,23322,-368.895133,23476
bao-12h45,2659,,,23422,-365.192373,23526
bao-12h45,2699,,,23627,-212.595095,23622
bao-12h45,2740,,,23770,-126.229143,23693
bao-12h45,2779,,,23812,-92.012977,23715
bao-12h45,2819,,,23852,-22.553810,23739
bao-12h45,2859,,,23905,41.604678,23763
bao-12h45,2899,,,23986,105.475704,23798
bao-12h45,2939,,,24159,171.633892,23881
bao-12h45,2979,,,24265,211.819819,23938
bao-12h45,3019,,,24332,224.135469,23971
bao-12h45,3059,,,24423,209.200675,24012
bao-12h45,3099,,,24411,158.181747,24011
bao-12h45,3139,,,23991,-22.898819,23809
bao-12h45,3179,,,23666,-348.665713,23648
bao-12h45,3219,,,23663,-423.344776,23648
bao-12h45,3259,,,23783,-241.328495,23706
bao-12h45,3299,,,23941,-180.766411,23780
bao-12h45,3339,,,24049,-166.948771,23837
bao-12h45,3379,,,24115,-114.388921,23864
bao-12h45,3419,,,24161,-77.580189,23891
bao-12h45,3459,,,24217,2.895957,23918
bao-12h45,3499,,,24353,129.512002,23981
bao-12h45,3539,,,24461,238.328628,24033
bao-12h45,3579,,,24616,338.348795,24109
bao-12h45,3619,,,24690,392.404917,24146
bao-12h45,3659,,,24752,383.969669,24178
bao-12h45,3699,,,24637,215.872230,24125
bao-12h45,3740,,,24149,-141.335536,23890
bao-12h45,3779,,,23910,-277.894367,23770
bao-12h45,3819,,,23929,-196.461930,23782
bao-12h45,3859,,,24084,-138.866577,23853
bao-12h45,3899,,,24237,-17.836482,23928
bao-12h45,3939,,,24284,40.310749,23957
bao-12h45,3979,,,24236,4.335016,23931
bao-12h45,4019,,,24200,-1.670620,23910
bao-12h45,4059,,,24169,-14.197652,23899
bao-12h45,4099,,,24214,-0.081392,23917
bao-12h45,4139,,,24296,56.679821,23960
bao-12h45,4179,,,24384,110.564818,23998
bao-12h45,4219,,,24445,173.646205,24031
bao-12h45,4259,,,24428,117.352166,24029
bao-12h45,4299,,,24135,-76.709308,23887
bao-12h45,4339,,,23673,-239.121267,23661
bao-12h45,4379,,,23572,-398.474265,23605
bao-12h45,4419,,,23667,-413.197355,23651
bao-12h45,4459,,,23840,-238.309258,23731
bao-12h45,4499,,,23976,-154.602384,23799
bao-12h45,4539,,,24030,-126.895993,23827
bao-12h45,4579,,,24060,-38.481933,23841
bao-12h45,4619,,,24136,65.958239,23875
bao-12h45,4659,,,24158,140.967208,23886
bao-12h45,4699,,,24201,190.765051,23907
bao-12h45,4740,,,24304,270.391956,23954
bao-12h45,4779,,,24412,373.103305,24001
bao-12h45,4819,,,24470,352.265156,24036
bao-12h45,4859,,,24324,204.583437,23971
bao-12h45,4899,,,23822,12.257806,23723
bao-12h45,4939,,,23559,-259.605121,23589
bao-12h45,4979,,,23543,-360.340408,23584
bao-12h45,5019,,,23586,-261.122759,23605
bao-12h45,5059,,,23744,-227.344580,23678
bao-12h45,5099,,,23848,-201.117654,23729
bao-12h45,5139,,,23875,-141.414097,23743
bao-12h45,5179,,,23949,-84.174378,23774
bao-12h45,5219,,,24020,5.175058,23807
bao-12h45,5259,,,24151,123.875727,23871
bao-12h45,5299,,,24288,231.368297,23936
bao-12h45,5339,,,24335,329.957439,23962
bao-12h45,5379,,,24365,341.254226,23971
bao-12h45,5419,,,24338,246.991066,23968
bao-12h45,5459,,,24003,80.224625,23805
bao-12h45,5499,,,23640,-187.961670,23621
bao-12h45,5539,,,23602,-313.540946,23596
bao-12h45,5579,,,23650,-279.447363,23623
bao-12h45,5619,,,23803,-231.480598,23699
bao-12h45,5659,,,23898,-107.737989,23747
bao-12h45,5709,,,23953,-34.889513,23776
bao-12h45,5749,,,24013,-30.814479,23806
bao-12h45,5789,,,24067,16.988747,23834
bao-12h45,5829,,,24169,77.189742,23879
bao-12h45,5869,,,24300,126.672116,23945
bao-12h45,5909,,,24378,175.948436,23978
bao-12h45,5949,,,24467,212.556879,24018
bao-12h45,5989,,,24481,233.279602,24027
bao-12h45,6029,,,24307,88.476865,23948
bao-12h45,6069,,,23831,-242.104114,23713
bao-12h45,6109,,,23686,-361.243652,23637
bao-12h45,6149,,,23729,-281.763367,23658
bao-12h45,6189,,,23942,-210.693242,23763
bao-12h45,6229,,,24165,-66.073759,23872
bao-12h45,6269,,,24229,5.728333,23901
bao-12h45,6309,,,24236,-22.318944,23902
bao-12h45,6349,,,24268,20.168743,23911
bao-12h45,6389,,,24281,97.991890,23927
bao-12h45,6429,,,24374,152.224597,23969
bao-12h45,6469,,,24507,203.315543,24034
bao-12h45,6509,,,24622,245.555051,24099
bao-12h45,6549,,,24670,271.856203,24121
bao-12h45,6589,,,24653,146.431956,24121
bao-12h45,6629,,,24311,-149.398622,23958
bao-12h45,6669,,,23933,-298.429271,23775
bao-12h45,6709,,,23923,-317.110066,23764
bao-12h45,6749,,,23990,-278.408717,23801
bao-12h45,6789,,,24132,-111.026206,23871
bao-12h45,6829,,,24255,-40.649461,23930
bao-12h45,6869,,,24268,-71.085918,23936
bao-12h45,6909,,,24308,-28.877186,23954
bao-12h45,6949,,,24342,41.581001,23969
bao-12h45,6989,,,24400,96.096996,23998
bao-12h45,7029,,,24490,153.322512,24037
bao-12h45,7069,,,24585,206.938034,24086
bao-12h45,7109,,,24652,252.482404,24117
bao-12h45,7149,,,24672,202.893937,24128
bao-12h45,7189,,,24405,45.750767,24003
bao-12h45,7229,,,23965,-100.721046,23785
bao-12h45,7269,,,23912,-256.083430,23755
bao-12h45,7309,,,23971,-301.673518,23790
bao-12h45,7349,,,24043,-203.815140,23823
bao-12h45,7389,,,24146,-144.944408,23875
bao-12h45,7429,,,24186,-92.220091,23892
bao-12h45,7469,,,24143,-33.559063,23872
bao-12h45,7509,,,24137,1.345672,23870
bao-12h45,7549,,,24203,49.804632,23901
bao-12h45,7589,,,24280,103.626208,23940
bao-12h45,7629,,,24411,173.792540,24001
bao-12h45,7669,,,24469,265.870593,24030
bao-12h45,7709,,,24405,179.039451,24000
bao-12h45,7749,,,24054,-101.490398,23837
bao-12h45,7789,,,23628,-222.077941,23623
bao-12h45,7829,,,23611,-210.878798,23612
bao-12h45,7869,,,23738,-172.916642,23673
bao-12h45,7909,,,23891,-36.460546,23749
bao-12h45,7949,,,23943,20.826415,23777
bao-12h45,7989,,,23975,-9.211398,23790
bao-12h45,8029,,,23995,18.242373,23799
bao-12h45,8069,,,23967,66.865767,23781
