person_name,time_ms,ecg_raw,ecg_wavelet_db4_level3,ppg_ir_raw,ppg_ir_wavelet_db4_level3,ppg_red_raw
unknown,0,1926,,,,
unknown,1,1929,,,,
unknown,2,1918,,,,
unknown,3,1897,,,,
unknown,4,1878,,,,
unknown,5,1869,,,,
unknown,6,1872,,,,
unknown,7,1878,,,,
unknown,8,1897,,,,
unknown,9,1921,,,,
unknown,10,1945,,,,
unknown,11,1968,,,,
unknown,12,1973,,,,
unknown,13,1963,,,,
unknown,14,1941,,,,
unknown,15,1919,,,,
unknown,16,1901,,,,
unknown,17,1878,,,,
unknown,18,1862,,,,
unknown,19,1843,,,,
unknown,20,1835,,,,
unknown,21,1823,,,,
unknown,22,1803,,,,
unknown,23,1774,,,,
unknown,24,1744,,,,
unknown,25,1727,,,,
unknown,26,1717,,,,
unknown,27,1715,,,,
unknown,28,1722,,,,
unknown,29,1738,,,,
unknown,30,1755,,,,
unknown,31,1774,,,,
unknown,32,1775,,,,
unknown,33,1759,,,,
unknown,34,1744,,,,
unknown,35,1721,,,,
unknown,36,1707,,,,
unknown,37,1693,,,,
unknown,38,1681,,,,
unknown,39,1679,,,,
unknown,40,1677,,,,
unknown,41,1676,,,,
unknown,42,1666,,,,
unknown,43,1647,,,,
unknown,44,1633,,,,
unknown,45,1627,,,,
unknown,46,1633,,,,
unknown,47,1645,,,,
unknown,48,1657,,,,
unknown,49,1680,,,,
unknown,50,1710,,,,
unknown,51,1728,,,,
unknown,52,1733,,,,
unknown,53,1726,,,,
unknown,54,1710,,,,
unknown,55,1695,,,,
unknown,56,1682,,,,
unknown,57,1675,,,,
unknown,58,1669,,,,
unknown,59,1662,,,,
unknown,60,1663,,,,
unknown,61,1663,,,,
unknown,62,1651,,,,
unknown,63,1638,,,,
unknown,64,1621,,,,
unknown,65,1616,,,,
unknown,66,1622,,,,
unknown,67,1634,,,,
unknown,68,1650,,,,
unknown,69,1676,,,,
unknown,70,1699,,,,
unknown,71,1725,,,,
unknown,72,1731,,,,
unknown,73,1722,,,,
unknown,74,1703,,,,
unknown,75,1686,,,,
unknown,76,1670,,,,
unknown,77,1661,,,,
unknown,78,1648,,,,
unknown,79,1648,,,,
unknown,80,1647,,,,
unknown,81,1648,,,,
unknown,82,1638,,,,
unknown,83,1622,,,,
unknown,84,1615,,,,
unknown,85,1613,,,,
unknown,86,1617,,,,
unknown,87,1633,,,,
unknown,88,1658,,,,
unknown,89,1683,,,,
unknown,90,1718,,,,
unknown,91,1747,,,,
unknown,92,1758,,,,
