person_name,time_ms,ecg_raw,ecg_centered_bandpass_wavelet_db4_level3,ppg_ir_raw,ppg_ir_wavelet_db4_level3,ppg_red_raw
unknown,0,1787,57.488093,,,
unknown,1,1804,61.184221,,,
unknown,2,1808,63.968141,,,
unknown,3,1809,66.033816,,,
unknown,4,1809,67.318137,,,
unknown,5,1809,67.712605,,,
unknown,6,1807,67.460279,,,
unknown,7,1799,66.515502,,,
unknown,8,1793,65.065309,,,
unknown,9,1784,63.166157,,,
unknown,10,1776,61.071448,,,
unknown,11,1771,58.889872,,,
unknown,12,1759,56.655300,,,
unknown,13,1750,54.506946,,,
unknown,14,1744,52.520837,,,
unknown,15,1744,50.798706,,,
unknown,16,1746,49.262555,,,
unknown,17,1752,47.990126,,,
unknown,18,1761,46.749278,,,
unknown,19,1768,45.543240,,,
unknown,20,1776,44.279692,,,
unknown,21,1783,42.889379,,,
unknown,22,1786,41.101853,,,
unknown,23,1788,38.824010,,,
unknown,24,1784,36.090938,,,
unknown,25,1779,32.774036,,,
unknown,26,1773,28.900984,,,
unknown,27,1762,24.406853,,,
unknown,28,1748,19.396064,,,
unknown,29,1738,13.844189,,,
unknown,30,1722,8.042359,,,
unknown,31,1707,2.032934,,,
unknown,32,1691,-4.021869,,,
unknown,33,1677,-10.000587,,,
unknown,34,1666,-15.599669,,,
unknown,35,1663,-20.671109,,,
unknown,36,1665,-25.187607,,,
unknown,37,1671,-28.971137,,,
unknown,38,1679,-31.958709,,,
unknown,39,1687,-34.027834,,,
unknown,40,1698,-35.269502,,,
unknown,41,1711,-35.597347,,,
unknown,42,1715,-35.279972,,,
unknown,43,1721,-34.315677,,,
unknown,44,1726,-32.854822,,,
unknown,45,1724,-30.983346,,,
unknown,46,1724,-29.055753,,,
unknown,47,1716,-27.199680,,,
unknown,48,1709,-25.471882,,,
unknown,49,1697,-24.054474,,,
unknown,50,1684,-23.050727,,,
unknown,51,1674,-22.596941,,,
unknown,52,1664,-22.706962,,,
unknown,53,1654,-23.497321,,,
unknown,54,1649,-24.795674,,,
unknown,55,1650,-26.660898,,,
unknown,56,1655,-29.014869,,,
unknown,57,1665,-31.840102,,,
unknown,58,1677,-34.869709,,,
unknown,59,1686,-38.047021,,,
unknown,60,1697,-41.331242,,,
unknown,61,1710,-44.610122,,,
unknown,62,1710,-47.725295,,,
unknown,63,1712,-50.582383,,,
unknown,64,1711,-53.146367,,,
unknown,65,1705,-55.310192,,,
unknown,66,1693,-57.201310,,,
unknown,67,1680,-58.757610,,,
unknown,68,1669,-59.929888,,,
unknown,69,1656,-60.708510,,,
unknown,70,1643,-61.252055,,,
unknown,71,1632,-61.554682,,,
