person_name,time_ms,ecg_raw,ecg_bandpass_wavelet_db4_level3,ppg_ir_raw,ppg_ir_wavelet_db4_level3,ppg_red_raw
unknown,0,1459,1571.054892,,,
unknown,1,1467,1539.577654,,,
unknown,2,1474,1509.662567,,,
unknown,3,1479,1481.689402,,,
unknown,4,1487,1456.314711,,,
unknown,5,1492,1434.170133,,,
unknown,6,1503,1415.318094,,,
unknown,7,1510,1400.260392,,,
unknown,8,1514,1388.735619,,,
unknown,9,1514,1380.962107,,,
unknown,10,1509,1376.257775,,,
unknown,11,1501,1374.589281,,,
unknown,12,1488,1375.312140,,,
unknown,13,1475,1378.159558,,,
unknown,14,1464,1382.279796,,,
unknown,15,1457,1387.250558,,,
unknown,16,1456,1392.660219,,,
unknown,17,1456,1397.974173,,,
unknown,18,1456,1402.908239,,,
unknown,19,1456,1406.993279,,,
unknown,20,1458,1410.269654,,,
unknown,21,1461,1412.369582,,,
unknown,22,1462,1413.687557,,,
unknown,23,1467,1414.044177,,,
unknown,24,1473,1413.770925,,,
unknown,25,1485,1412.893432,,,
unknown,26,1493,1411.959353,,,
unknown,27,1505,1411.124483,,,
unknown,28,1514,1410.580397,,,
unknown,29,1520,1410.590595,,,
unknown,30,1522,1411.344962,,,
unknown,31,1520,1413.074274,,,
unknown,32,1508,1415.713285,,,
unknown,33,1498,1419.452327,,,
unknown,34,1491,1423.963268,,,
unknown,35,1488,1429.313185,,,
unknown,36,1489,1435.290530,,,
unknown,37,1492,1441.828422,,,
unknown,38,1498,1448.471013,,,
unknown,39,1506,1455.076932,,,
unknown,40,1512,1461.574568,,,
unknown,41,1518,1467.744874,,,
unknown,42,1523,1473.490157,,,
unknown,43,1529,1478.648822,,,
unknown,44,1535,1483.251102,,,
unknown,45,1559,1487.170444,,,
unknown,46,1571,1490.664978,,,
unknown,47,1584,1493.690152,,,
unknown,48,1593,1496.361106,,,
unknown,49,1597,1498.730927,,,
unknown,50,1601,1501.098159,,,
unknown,51,1595,1503.554081,,,
unknown,52,1586,1506.077344,,,
unknown,53,1580,1508.804064,,,
unknown,54,1572,1511.798174,,,
unknown,55,1569,1515.142091,,,
unknown,56,1567,1518.749986,,,
unknown,57,1568,1522.684241,,,
unknown,58,1570,1526.693347,,,
unknown,59,1574,1530.766690,,,
unknown,60,1579,1534.860762,,,
unknown,61,1584,1538.897293,,,
unknown,62,1588,1542.663103,,,
unknown,63,1594,1546.078909,,,
unknown,64,1605,1549.147019,,,
unknown,65,1616,1551.759005,,,
unknown,66,1630,1554.052418,,,
unknown,67,1640,1555.976578,,,
unknown,68,1648,1557.548887,,,
unknown,69,1649,1558.775860,,,
unknown,70,1649,1559.913484,,,
unknown,71,1646,1560.994377,,,
unknown,72,1634,1562.033159,,,
unknown,73,1624,1563.122100,,,
unknown,74,1616,1564.377333,,,
unknown,75,1610,1565.869041,,,
unknown,76,1609,1567.618916,,,
unknown,77,1610,1569.706067,,,
unknown,78,1612,1571.975618,,,
unknown,79,1615,1574.466066,,,
unknown,80,1617,1577.177450,,,
unknown,81,1621,1580.091889,,,
unknown,82,1625,1582.993142,,,
unknown,83,1631,1585.850535,,,
unknown,84,1639,1588.723826,,,
unknown,85,1650,1591.540144,,,
unknown,86,1663,1594.228675,,,
unknown,87,1675,1596.755935,,,
unknown,88,1680,1599.165895,,,
unknown,89,1686,1601.420753,,,
unknown,90,1685,1603.714052,,,
unknown,91,1681,1606.054955,,,
unknown,92,1676,1608.424302,,,
unknown,93,1665,1610.877943,,,
unknown,94,1660,1613.566666,,,
unknown,95,1655,1616.532889,,,
unknown,96,1654,1619.768832,,,
unknown,97,1656,1623.342785,,,
unknown,98,1659,1627.067245,,,
unknown,99,1665,1630.961628,,,
unknown,100,1670,1635.013664,,,
unknown,101,1677,1639.183665,,,
unknown,102,1679,1643.204173,,,
unknown,103,1685,1647.022473,,,
unknown,104,1696,1650.621117,,,
unknown,105,1711,1653.891333,,,
unknown,106,1721,1656.721970,,,
unknown,107,1733,1659.032227,,,
unknown,108,1739,1660.820881,,,
