person_name,time_ms,ecg_raw,ecg_centered_bandpass_wavelet_db4_level3,ppg_ir_raw,ppg_ir_ac_bandpass_wavelet_db4_level3,ppg_red_raw
bao-12h45,0,1895,-32.094028,,,
bao-12h45,1,1893,-21.139327,,,
bao-12h45,2,1895,-10.698055,,,
bao-12h45,3,1896,-0.558137,,,
bao-12h45,4,1893,8.946195,,,
bao-12h45,5,1894,17.334096,,,
bao-12h45,6,1894,24.708786,,,
bao-12h45,7,1891,30.722573,,,
bao-12h45,8,1894,35.426999,,,
bao-12h45,9,1892,38.635926,,,
bao-12h45,10,1893,40.768840,,,
bao-12h45,11,1892,41.761237,,,
bao-12h45,12,1895,41.787858,,,
bao-12h45,13,1896,40.939103,,,
bao-12h45,14,1897,39.741758,,,
bao-12h45,15,1896,38.347692,,,
bao-12h45,16,1899,36.802670,,,
bao-12h45,17,1901,35.350065,,,
bao-12h45,18,1900,34.129460,,,
bao-12h45,19,1901,33.313861,,,
bao-12h45,20,1899,32.838691,,,
bao-12h45,21,1900,32.846355,,,
bao-12h45,22,1900,32.973157,,,
bao-12h45,23,1901,33.252708,,,
bao-12h45,24,1901,33.621476,,,
bao-12h45,25,1900,33.996540,,,
bao-12h45,26,1900,34.096769,25297,35.763546,24180
bao-12h45,27,1898,33.829643,,,
bao-12h45,28,1898,33.229383,,,
bao-12h45,29,1897,32.164005,,,
bao-12h45,30,1892,30.793961,,,
bao-12h45,31,1892,29.065842,,,
bao-12h45,32,1891,27.097006,,,
bao-12h45,33,1890,24.908048,,,
bao-12h45,34,1889,22.896983,,,
bao-12h45,35,1890,21.147014,,,
bao-12h45,36,1889,19.614316,,,
bao-12h45,37,1888,18.454516,,,
bao-12h45,38,1887,17.765679,,,
bao-12h45,39,1885,17.638181,,,
bao-12h45,40,1883,17.936949,,,
bao-12h45,41,1880,18.734315,,,
bao-12h45,42,1878,19.636378,,,
bao-12h45,43,1879,20.610084,,,
bao-12h45,44,1876,21.637100,,,
bao-12h45,45,1876,22.589434,,,
bao-12h45,46,1878,23.339729,,,
bao-12h45,47,1878,23.795209,,,
bao-12h45,48,1879,24.198434,,,
bao-12h45,49,1884,24.479815,,,
bao-12h45,50,1889,25.349441,,,
bao-12h45,51,1892,26.904541,,,
bao-12h45,52,1902,29.763761,,,
bao-12h45,53,1907,34.242378,,,
bao-12h45,54,1921,41.387061,,,
bao-12h45,55,1936,51.663506,,,
bao-12h45,56,1952,65.432012,,,
bao-12h45,57,1969,83.303608,,,
bao-12h45,58,1986,105.403132,,,
bao-12h45,59,2004,132.214492,,,
bao-12h45,60,2031,163.277617,,,
bao-12h45,61,2063,198.773270,,,
bao-12h45,62,2096,237.488833,,,
bao-12h45,63,2127,279.115815,,,
bao-12h45,64,2161,322.224858,,,
bao-12h45,65,2196,366.043890,,,
bao-12h45,66,2237,408.462192,25320,47.729213,24192
bao-12h45,67,2274,448.406707,,,
bao-12h45,68,2313,484.205086,,,
bao-12h45,69,2353,514.445123,,,
