person_name,time_ms,ecg_raw,ecg_centered_bandpass_wavelet_db4_level3,ppg_ir_raw,ppg_ir_wavelet_db4_level3,ppg_red_raw
unknown,0,1811,5.894423,,,
unknown,1,1805,6.750367,,,
unknown,2,1807,7.378790,,,
unknown,3,1794,7.927954,,,
unknown,4,1792,8.325483,,,
unknown,5,1795,8.435544,,,
unknown,6,1799,8.383690,,,
unknown,7,1805,8.091876,,,
unknown,8,1802,7.612803,,,
unknown,9,1810,6.936382,,,
unknown,10,1814,6.209427,,,
unknown,11,1814,5.452502,,,
unknown,12,1817,4.688395,,,
unknown,13,1821,3.971932,,,
unknown,14,1824,3.440077,,,
unknown,15,1824,3.145539,,,
unknown,16,1826,3.093853,,,
unknown,17,1823,3.356622,,,
unknown,18,1817,3.843344,,,
unknown,19,1814,4.589521,,,
unknown,20,1809,5.604565,,,
unknown,21,1801,6.887581,,,
unknown,22,1793,8.271139,,,
unknown,23,1791,9.741771,,,
unknown,24,1792,11.279593,,,
unknown,25,1797,12.827832,,,
unknown,26,1803,14.263696,,,
unknown,27,1810,15.535965,,,
unknown,28,1818,16.631995,,,
unknown,29,1824,17.484187,,,
unknown,30,1829,18.123392,,,
unknown,31,1831,18.508325,,,
unknown,32,1836,18.642236,,,
unknown,33,1838,18.507462,,,
unknown,34,1836,18.253025,,,
unknown,35,1837,17.883204,,,
unknown,36,1835,17.397013,,,
unknown,37,1834,16.837814,,,
unknown,38,1836,16.348866,21310,21316.714928,20723
unknown,39,1826,15.969566,,,
unknown,40,1816,15.683054,,,
unknown,41,1809,15.552277,,,
unknown,42,1806,15.535741,,,
unknown,43,1803,15.662156,,,
unknown,44,1801,15.946131,,,
unknown,45,1801,16.396792,,,
unknown,46,1806,16.880222,,,
unknown,47,1808,17.393265,,,
unknown,48,1813,17.939765,,,
unknown,49,1821,18.481142,,,
unknown,50,1826,18.906029,,,
unknown,51,1830,19.181895,,,
unknown,52,1836,19.316754,,,
unknown,53,1840,19.259839,,,
unknown,54,1840,19.023524,,,
unknown,55,1841,18.580884,,,
unknown,56,1840,17.929763,,,
unknown,57,1839,17.055723,,,
unknown,58,1834,16.087151,,,
unknown,59,1826,15.027184,,,
unknown,60,1818,13.859892,,,
unknown,61,1807,12.620803,,,
unknown,62,1798,11.450267,,,
