person_name,time_ms,ecg_raw,ecg_wavelet_db4_level3,ppg_ir_raw,ppg_ir_wavelet_db4_level3,ppg_red_raw
unknown,0,0,,,,
unknown,1,0,,,,
unknown,2,0,,,,
unknown,3,0,,,,
unknown,4,223,,,,
unknown,5,1041,,,,
unknown,6,1919,,,,
unknown,7,2741,,,,
unknown,8,3519,,,,
unknown,9,4095,,,,
unknown,10,4095,,,,
unknown,11,4095,,,,
unknown,12,3792,,,,
unknown,13,3395,,,,
unknown,14,3059,,,,
unknown,15,2754,,,,
unknown,16,2277,,,,
unknown,17,1750,,,,
unknown,18,1021,,,,
unknown,19,235,,,,
unknown,20,0,,,,
unknown,21,0,,,,
unknown,22,0,,,,
unknown,23,0,,,,
unknown,24,208,,,,
unknown,25,1023,,,,
unknown,26,1973,,,,
unknown,27,2747,,,,
unknown,28,3548,,,,
unknown,29,4095,,,,
unknown,30,4095,,,,
unknown,31,4095,,,,
unknown,32,3851,,,,
unknown,33,3455,,,,
unknown,34,3120,,,,
unknown,35,2821,,,,
unknown,36,2354,,,,
unknown,37,1834,,,,
unknown,38,1099,,,,
unknown,39,283,,,,
unknown,40,0,,,,
unknown,41,0,,,,
unknown,42,0,,,,
unknown,43,0,,,,
unknown,44,171,,,,
unknown,45,977,,,,
unknown,46,1936,,132,,140
unknown,47,2711,,,,
unknown,48,3516,,,,
unknown,49,4095,,,,
unknown,50,4095,,,,
unknown,51,4095,,,,
unknown,52,3876,,,,
unknown,53,3479,,,,
unknown,54,3137,,,,
unknown,55,2835,,,,
unknown,56,2374,,,,
unknown,57,1859,,,,
unknown,58,1146,,,,
unknown,59,341,,,,
unknown,60,0,,,,
unknown,61,0,,,,
unknown,62,0,,,,
unknown,63,0,,,,
unknown,64,130,,,,
unknown,65,915,,,,
unknown,66,1872,,,,
unknown,67,2644,,,,
unknown,68,3442,,,,
unknown,69,4095,,,,
unknown,70,4095,,,,
unknown,71,4095,,,,
unknown,72,3893,,,,
unknown,73,3499,,,,
unknown,74,3154,,,,
unknown,75,2851,,,,
unknown,76,2402,,,,
unknown,77,1893,,,,
unknown,78,1182,,,,
unknown,79,375,,,,
unknown,80,0,,,,
unknown,81,0,,,,
unknown,82,0,,,,
unknown,83,0,,,,
unknown,84,96,,,,
unknown,85,866,,,,
unknown,86,1825,,131,,144
unknown,87,2606,,,,
unknown,88,3393,,,,
unknown,89,4057,,,,
unknown,90,4095,,,,
unknown,91,4095,,,,
unknown,92,3877,,,,
unknown,93,3491,,,,
unknown,94,3152,,,,
unknown,95,2862,,,,
unknown,96,2430,,,,
unknown,97,1933,,,,
unknown,98,1232,,,,
unknown,99,409,,,,
unknown,100,0,,,,
unknown,101,0,,,,
unknown,102,0,,,,
unknown,103,0,,,,
unknown,104,64,,,,
unknown,105,830,,,,
unknown,106,1798,,,,
unknown,107,2591,,,,
unknown,108,3402,,,,
unknown,109,4080,,,,
unknown,110,4095,,,,
unknown,111,4095,,,,
unknown,112,3908,,,,
unknown,113,3507,,,,
unknown,114,3162,,,,
unknown,115,2867,,,,
unknown,116,2448,,,,
unknown,117,1958,,,,
unknown,118,1274,,,,
unknown,119,464,,,,
unknown,120,0,,,,
unknown,121,0,,,,
unknown,122,0,,,,
unknown,123,0,,,,
unknown,124,33,,,,
unknown,125,773,,,,
unknown,126,1739,,131,,149
unknown,127,2521,,,,
unknown,128,3327,,,,
unknown,129,4027,,,,
unknown,130,4095,,,,
unknown,131,4095,,,,
unknown,132,3927,,,,
unknown,133,3536,,,,
unknown,134,3184,,,,
unknown,135,2886,,,,
unknown,136,2469,,,,
unknown,137,1985,,,,
unknown,138,1312,,,,
