person_name,time_us,time_ms,ecg_raw,ppg_red_raw,ppg_ir_raw
unknown,0,0.000,2000,23575,27879
unknown,500,0.500,1880,23548,27897
unknown,2500,2.500,2077,23583,27885
unknown,5000,5.000,1973,23576,27883
unknown,7500,7.500,1889,23576,27876
unknown,10000,10.000,1850,23586,27896
unknown,12500,12.500,1700,23582,27898
unknown,15000,15.000,1370,23589,27899
unknown,17500,17.500,1226,23576,27867
unknown,20000,20.000,1333,23586,27913
unknown,22500,22.500,1481,23590,27917
unknown,25000,25.000,1477,23588,27919
unknown,27500,27.500,1521,23589,27910
unknown,30000,30.000,1671,23597,27928
unknown,32500,32.500,1731,23598,27926
unknown,35000,35.000,1627,23598,27938
unknown,37500,37.500,1654,23589,27943
unknown,40000,40.000,1874,23608,27952
unknown,42500,42.500,2036,23603,27958
unknown,45000,45.000,1974,23611,27965
unknown,47500,47.500,1918,23603,27965
unknown,50000,50.000,1935,23610,27971
unknown,52500,52.500,1871,23611,27973
unknown,55000,55.000,1679,23610,27980
unknown,57500,57.500,1651,23608,27971
unknown,60000,60.000,1842,23616,27988
unknown,62500,62.500,1995,23627,28001
unknown,65000,65.000,1937,23621,27986
unknown,67500,67.500,1894,23602,27985
unknown,70000,70.000,1922,23621,27998
unknown,72500,72.500,1859,23628,27998
unknown,75000,75.000,1671,23615,28001
unknown,77500,77.500,1650,23607,28002
unknown,80000,80.000,1847,23622,28000
unknown,82500,82.500,1995,23624,28003
unknown,85000,85.000,1936,23624,28002
unknown,87500,87.500,1894,23603,28003
unknown,90000,90.000,1924,23621,28001
unknown,92500,92.500,1863,23619,27998
unknown,95000,95.000,1682,23623,28001
unknown,97500,97.500,1669,23604,28018
unknown,100000,100.000,1869,23623,28004
unknown,102500,102.500,2009,23620,28003
unknown,105000,105.000,1956,23620,28001
unknown,107500,107.500,1916,23605,28012
unknown,110000,110.000,1952,23619,28000
unknown,112500,112.500,1888,23620,28002
unknown,115000,115.000,1707,23619,27992
unknown,117500,117.500,1695,23606,27994
unknown,120000,120.000,1898,23618,27988
unknown,122500,122.500,2031,23613,27993
unknown,125000,125.000,1969,23612,27985
unknown,127500,127.500,1931,23613,28000
unknown,130000,130.000,1967,23614,27988
unknown,132500,132.500,1902,23616,27988
unknown,135000,135.000,1727,23619,27990
unknown,137500,137.500,1723,23619,28002
unknown,140000,140.000,1928,23615,27991
unknown,142500,142.500,2060,23619,27990
unknown,145000,145.000,1989,23619,27996
unknown,147500,147.500,1946,23624,28009
unknown,150000,150.000,1979,23616,27991
unknown,152500,152.500,1901,23620,27991
unknown,155000,155.000,1724,23623,28000
unknown,157500,157.500,1720,23612,28007
unknown,160000,160.000,1925,23615,27992
unknown,162500,162.500,2045,23625,27994
unknown,165000,165.000,1982,23616,27993
unknown,167500,167.500,1936,23621,28005
unknown,170000,170.000,1968,23614,27981
unknown,172500,172.500,1875,23611,27982
unknown,175000,175.000,1696,23616,27978
unknown,177500,177.500,1693,23605,27984
unknown,180000,180.000,1893,23616,27968
unknown,182500,182.500,2000,23607,27958
unknown,185000,185.000,1932,23605,27960
unknown,187500,187.500,1888,23601,27943
unknown,190000,190.000,1916,23600,27933
unknown,192500,192.500,1825,23590,27926
unknown,195000,195.000,1647,23590,27912
unknown,197500,197.500,1648,23586,27902
unknown,200000,200.000,1853,23584,27897
unknown,202500,202.500,1960,23574,27886
unknown,205000,205.000,1889,23571,27868
unknown,207500,207.500,1845,23570,27861
unknown,210000,210.000,1877,23569,27846
unknown,212500,212.500,1783,23562,27832
unknown,215000,215.000,1612,23560,27809
unknown,217500,217.500,1618,23545,27794
unknown,220000,220.000,1833,23548,27769
unknown,222500,222.500,1935,23538,27742
unknown,225000,225.000,1868,23531,27727
unknown,227500,227.500,1832,23518,27715
unknown,230000,230.000,1870,23520,27707
unknown,232500,232.500,1770,23514,27695
unknown,235000,235.000,1607,23513,27681
unknown,237500,237.500,1623,23512,27679
unknown,240000,240.000,1846,23515,27676
unknown,242500,242.500,1952,23513,27669
unknown,245000,245.000,1888,23510,27655
unknown,247500,247.500,1855,23506,27665
unknown,250000,250.000,1895,23512,27654
unknown,252500,252.500,1792,23507,27654
unknown,255000,255.000,1628,23501,27641
unknown,257500,257.500,1646,23503,27645
unknown,260000,260.000,1866,23506,27642
unknown,262500,262.500,1963,23504,27643
unknown,265000,265.000,1898,23508,27632
unknown,267500,267.500,1865,23506,27641
unknown,270000,270.000,1903,23503,27641
unknown,272500,272.500,1791,23501,27637
unknown,275000,275.000,1627,23503,27620
unknown,277500,277.500,1650,23501,27637
unknown,280000,280.000,1872,23499,27642
unknown,282500,282.500,1964,23501,27645
unknown,285000,285.000,1903,23508,27630
unknown,287500,287.500,1876,23496,27642
unknown,290000,290.000,1922,23504,27647
unknown,292500,292.500,1810,23510,27647
unknown,295000,295.000,1648,23508,27635
unknown,297500,297.500,1668,23497,27648
unknown,300000,300.000,1884,23500,27651
unknown,302500,302.500,1965,23501,27652
unknown,305000,305.000,1901,23498,27639
unknown,307500,307.500,1872,23498,27653
unknown,310000,310.000,1913,23506,27658
unknown,312500,312.500,1800,23505,27656
unknown,315000,315.000,1644,23506,27648
unknown,317500,317.500,1676,23509,27658
unknown,320000,320.000,1901,23506,27658
unknown,322500,322.500,1981,23504,27659
unknown,325000,325.000,1915,23509,27659
unknown,327500,327.500,1881,23517,27667
unknown,330000,330.000,1920,23516,27674
unknown,332500,332.500,1800,23509,27676
unknown,335000,335.000,1646,23515,27670
unknown,337500,337.500,1681,23528,27683
unknown,340000,340.000,1909,23514,27686
unknown,342500,342.500,1984,23520,27692
unknown,345000,345.000,1919,23517,27691
unknown,347500,347.500,1891,23534,27704
unknown,350000,350.000,1934,23512,27708
unknown,352500,352.500,1804,23520,27712
unknown,355000,355.000,1648,23524,27703
unknown,357500,357.500,1685,23532,27712
unknown,360000,360.000,1913,23525,27725
unknown,362500,362.500,1977,23525,27729
unknown,365000,365.000,1910,23508,27630
unknown,367500,367.500,1878,23540,27733
unknown,370000,370.000,1917,23527,27734
unknown,372500,372.500,1779,23528,27736
unknown,375000,375.000,1622,23532,27729
unknown,377500,377.500,1662,23547,27744
unknown,380000,380.000,1892,23537,27746
unknown,382500,382.500,1954,23534,27758
unknown,385000,385.000,1890,23537,27731
unknown,387500,387.500,1864,23549,27760
unknown,390000,390.000,1904,23540,27760
unknown,392500,392.500,1767,23543,27757
unknown,395000,395.000,1616,23535,27746
unknown,397500,397.500,1657,23553,27762
unknown,400000,400.000,1885,23541,27763
unknown,402500,402.500,1942,23549,27771
unknown,405000,405.000,1874,23539,27759
unknown,407500,407.500,1850,23553,27779
unknown,410000,410.000,1890,23545,27770
unknown,412500,412.500,1751,23546,27778
unknown,415000,415.000,1607,23543,27762
unknown,417500,417.500,1659,23550,27765
unknown,420000,420.000,1889,23542,27767
unknown,422500,422.500,1942,23544,27768
unknown,425000,425.000,1878,23548,27762
unknown,427500,427.500,1858,23545,27769
unknown,430000,430.000,1898,23547,27771
unknown,432500,432.500,1752,23543,27768
unknown,435000,435.000,1609,23540,27769
unknown,437500,437.500,1661,23542,27770
unknown,440000,440.000,1895,23545,27765
unknown,442500,442.500,1941,23542,27765
unknown,445000,445.000,1875,23546,27767
unknown,447500,447.500,1852,23542,27761
unknown,450000,450.000,1893,23542,27760
unknown,452500,452.500,1743,23538,27757
unknown,455000,455.000,1603,23542,27756
