person_name,time_us,time_ms,ecg_raw,ppg_red_raw,ppg_ir_raw
unknown,0,0.000,1948,23477,28239
unknown,2500,2.500,1914,23484,28238
unknown,5000,5.000,1867,23479,28243
unknown,7500,7.500,1885,23474,28247
unknown,10000,10.000,1880,23479,28241
unknown,12500,12.500,1678,23478,28242
unknown,15000,15.000,1607,23479,28243
unknown,17500,17.500,1752,23469,28238
unknown,20000,20.000,1954,23479,28246
unknown,22500,22.500,1920,23482,28245
unknown,25000,25.000,1872,23484,28255
unknown,27500,27.500,1891,23472,28246
unknown,30000,30.000,1879,23484,28251
unknown,32500,32.500,1680,23481,28248
unknown,35000,35.000,1611,23482,28252
unknown,37500,37.500,1760,23472,28246
unknown,40000,40.000,1962,23482,28255
unknown,42500,42.500,1926,23485,28260
unknown,45000,45.000,1877,23476,28263
unknown,47500,47.500,1894,23476,28249
unknown,50000,50.000,1876,23483,28268
unknown,52500,52.500,1672,23481,28267
unknown,55000,55.000,1602,23490,28265
unknown,57500,57.500,1750,23476,28263
unknown,60000,60.000,1946,23485,28272
unknown,62500,62.500,1909,23489,28272
unknown,65000,65.000,1862,23490,28278
unknown,67500,67.500,1879,23482,28274
unknown,70000,70.000,1866,23491,28285
unknown,72500,72.500,1662,23493,28288
unknown,75000,75.000,1598,23492,28293
unknown,77500,77.500,1753,23486,28280
unknown,80000,80.000,1953,23492,28290
unknown,82500,82.500,1917,23489,28293
unknown,85000,85.000,1872,23493,28294
unknown,87500,87.500,1890,23493,28292
unknown,90000,90.000,1869,23496,28302
unknown,92500,92.500,1660,23499,28296
unknown,95000,95.000,1593,23492,28300
unknown,97500,97.500,1749,23486,28299
unknown,100000,100.000,1938,23492,28298
unknown,102500,102.500,1903,23492,28295
unknown,105000,105.000,1858,23495,28292
unknown,107500,107.500,1882,23484,28291
unknown,110000,110.000,1862,23497,28295
unknown,112500,112.500,1658,23492,28295
unknown,115000,115.000,1599,23496,28293
unknown,117500,117.500,1759,23488,28284
unknown,120000,120.000,1948,23489,28291
unknown,122500,122.500,1908,23483,28285
unknown,125000,125.000,1867,23492,28287
unknown,127500,127.500,1889,23470,28283
unknown,130000,130.000,1863,23482,28284
unknown,132500,132.500,1661,23486,28290
unknown,135000,135.000,1602,23490,28288
unknown,137500,137.500,1763,23473,28289
unknown,140000,140.000,1950,23487,28285
unknown,142500,142.500,1908,23486,28291
unknown,145000,145.000,1872,23485,28283
unknown,147500,147.500,1902,23469,28300
unknown,150000,150.000,1877,23487,28285
unknown,152500,152.500,1682,23482,28287
unknown,155000,155.000,1630,23482,28284
unknown,157500,157.500,1796,23472,28303
unknown,160000,160.000,1984,23482,28289
unknown,162500,162.500,1945,23488,28286
unknown,165000,165.000,1904,23485,28289
unknown,167500,167.500,1922,23474,28301
unknown,170000,170.000,1886,23488,28295
unknown,172500,172.500,1679,23487,28297
unknown,175000,175.000,1628,23492,28295
unknown,177500,177.500,1806,23483,28306
unknown,180000,180.000,2000,23492,28297
unknown,182500,182.500,1971,23488,28301
unknown,185000,185.000,1938,23488,28294
unknown,187500,187.500,1971,23489,28307
unknown,190000,190.000,1942,23485,28301
unknown,192500,192.500,1744,23489,28301
unknown,195000,195.000,1695,23489,28299
unknown,197500,197.500,1866,23489,28327
