person_name,time_ms,ecg_raw,ppg_red_raw,ppg_ir_raw
unknown,20,,23525,26137
unknown,60,,23565,26224
unknown,100,,23604,26260
unknown,140,,23642,26284
unknown,180,,23695,26331
unknown,230,,23744,26399
unknown,270,,23788,26482
unknown,310,,23831,26560
unknown,350,,23866,26644
unknown,390,,23896,26709
unknown,430,,23927,26778
unknown,470,,23951,26840
unknown,510,,23989,26905
unknown,550,,24035,26926
unknown,590,,24102,26870
unknown,630,,24210,26903
unknown,670,,24380,27052
unknown,710,,24509,27178
unknown,750,,24571,27237
unknown,790,,24491,27193
unknown,830,,24433,27155
unknown,870,,24410,27152
unknown,910,,24421,27165
unknown,950,,24452,27194
unknown,990,,24470,27206
unknown,1030,,24425,27179
unknown,1070,,24364,27142
unknown,1110,,24323,27120
unknown,1150,,24295,27110
unknown,1190,,24276,27111
unknown,1230,,24269,27116
unknown,1270,,24247,27114
unknown,1310,,24203,27002
unknown,1350,,24143,26854
unknown,1390,,24097,26769
unknown,1430,,24081,26745
unknown,1470,,24077,26739
unknown,1510,,24072,26741
unknown,1550,,24068,26746
unknown,1590,,24056,26751
unknown,1630,,24048,26756
unknown,1670,,24051,26770
unknown,1710,,24060,26804
unknown,1750,,24069,26842
unknown,1790,,24082,26881
unknown,1830,,24095,26920
unknown,1870,,24103,26948
unknown,1910,,24112,26983
unknown,1950,,24124,27023
unknown,1990,,24127,27050
unknown,2030,,24100,26977
unknown,2070,,24066,26854
unknown,2110,,24044,26793
unknown,2150,,24042,26805
unknown,2190,,24049,26833
unknown,2230,,24063,26879
unknown,2270,,24063,26916
unknown,2310,,24066,26936
unknown,2350,,24072,26959
unknown,2390,,24077,26991
unknown,2430,,24084,27036
unknown,2470,,24097,27090
unknown,2510,,24107,27145
unknown,2550,,24111,27192
unknown,2590,,24121,27230
unknown,2630,,24130,27264
unknown,2670,,24141,27306
unknown,2710,,24155,27352
unknown,2750,,24139,27309
unknown,2790,,24070,27126
unknown,2830,,24047,27056
unknown,2870,,24047,27065
unknown,2910,,24055,27095
unknown,2950,,24069,27136
unknown,2990,,24082,27175
unknown,3030,,24086,27188
unknown,3070,,24081,27197
unknown,3110,,24087,27215
unknown,3150,,24098,27247
unknown,3190,,24108,27281
unknown,3230,,24126,27326
unknown,3270,,24138,27370
unknown,3310,,24149,27402
unknown,3350,,24161,27433
unknown,3390,,24172,27464
unknown,3430,,24179,27499
unknown,3470,,24185,27514
unknown,3510,,24131,27355
unknown,3550,,24087,27243
unknown,3590,,24081,27221
unknown,3630,,24090,27242
unknown,3670,,24099,27269
unknown,3710,,24116,27307
unknown,3750,,24122,27324
unknown,3790,,24122,27320
unknown,3830,,24122,27333
unknown,3870,,24132,27354
unknown,3910,,24142,27379
unknown,3950,,24153,27408
unknown,3990,,24164,27437
unknown,4030,,24172,27459
unknown,4070,,24179,27483
unknown,4110,,24191,27511
unknown,4150,,24200,27544
unknown,4190,,24195,27528
unknown,4230,,24142,27378
unknown,4270,,24112,27286
unknown,4310,,24107,27280
unknown,4350,,24111,27296
unknown,4390,,24119,27319
unknown,4430,,24132,27348
unknown,4470,,24137,27368
unknown,4510,,24139,27371
unknown,4550,,24136,27385
unknown,4590,,24150,27397
unknown,4630,,24159,27424
unknown,4670,,24168,27452
unknown,4710,,24176,27475
unknown,4750,,24187,27494
unknown,4790,,24190,27514
unknown,4830,,24203,27537
unknown,4870,,24209,27559
unknown,4910,,24194,27518
unknown,4950,,24139,27368
unknown,4990,,24115,27292
